"","AAASYWB.KY.Equity","AESOPHK.KY.Equity","AHPACOB.KY.Equity","AISMERC.KY.Equity","AJAOPAR.KY.Equity","ALASOPP.KY.Equity","ALCINDA.KY.Equity","ALLIVFD.AU.Equity","ALTACIF.MP.Equity","ALTOGLA.KY.Equity","APEXGCE.US.Equity","APSASPH.KY.Equity","APSCHIA.KY.Equity","APSCHIN.KY.Equity","ARASALP.KY.Equity","ARMACRO.KY.Equity","ARMLLOA.KY.Equity","ARNASIA.KY.Equity","ARQCALA.KY.Equity","ARQVALA.KY.Equity","ARXBRLS.KY.Equity","ASCREHA.KY.Equity","ASEASCF.KY.Equity","ATCHSTA.KY.Equity","ATHASIE.SP.Equity","ATLRIVR.KY.Equity","ATMOSBE.KY.Equity","BERINUR.KY.Equity","BRASCEH.KY.Equity","BRASFXI.KY.Equity","BRAXFDA.KY.Equity","BRAXFDB.KY.Equity","BRVBRZL.KY.Equity","CAMAMAP.KY.Equity","CAMCCGA.KY.Equity","CAMGCSM.KY.Equity","CCASIAU.KY.Equity","CCIOIGF.KY.Equity","CDIFORD.VI.Equity","CEASOPP.AU.Equity","CHCIMPE.KY.Equity","CHEAGLE.KY.Equity","CHEETAH.US.Equity","CHINABS.KY.Equity","CLARCOB.BH.Equity","CMCHCSF.KY.Equity","CMTFGRC.KY.Equity","CNALPHA.KY.Equity","CONSTEB.KY.Equity","CONSTEQ.KY.Equity","COPLATA.KY.Equity","CSVCHNO.VI.Equity","DALAOFF.KY.Equity","DALGCHI.KY.Equity","DBDHAAB.KY.Equity","DORASPS.KY.Equity","DRAGALT.KY.Equity","EDAF001.KY.Equity","EMMENAA.BH.Equity","ENAMIND.KY.Equity","EVENSTR.KY.Equity","EXPIRES.KY.Equity","FABRAFF.KY.Equity","FAFRICA.BH.Equity","FAVRORC.KY.Equity","FBDREOI.KY.Equity","FIREFND.KY.Equity","FORASMA.KY.Equity","FOUCHOP.KY.Equity","FPP395A.KY.Equity","FRTNHDG.KY.Equity","GAAOPPO.KY.Equity","GAMCOFA.KY.Equity","GBAMBOO.KY.Equity","GHKNCVF.KY.Equity","GLDCHPL.KY.Equity","GLXCDVA.KY.Equity","GOLDCHI.KY.Equity","GREASHI.KY.Equity","GRECVPD.MV.Equity","GRNDRGN.KY.Equity","GRSPOPA.KY.Equity","HALCYON.KY.Equity","HARMFDR.KY.Equity","HARUSFD.KY.Equity","HKPTRLP.US.Equity","ICAPNIT.SJ.Equity","ILASCON.US.Equity","INDMAXG.MP.Equity","INDSMLI.MP.Equity","INFCOPP.KY.Equity","IVMAOPP.KY.Equity","JABEMX1.KY.Equity","K2AARFA.AU.Equity","KARSTAR.US.Equity","KINGSMD.KY.Equity","KISCUSD.KY.Equity","KISGLMS.AU.Equity","KKSPCFA.KY.Equity","KNIASPR.VI.Equity","KNOSSPA.KY.Equity","KOMOFUN.KY.Equity","KONDORA.KY.Equity","LAUOSSP.KY.Equity","LBNCHPO.KY.Equity","LEBEQPR.KY.Equity","LEGCHNA.KY.Equity","LHASTRF.KY.Equity","LUASVAL.KY.Equity","LWLASDF.NT.Equity","LYNASIA.KY.Equity","MERINHE.KY.Equity","MERINTF.KY.Equity","MIDASEQ.KY.Equity","MNJAPAR.KY.Equity","MQASALA.AU.Equity","MQASLSF.KY.Equity","NAVABRT.KY.Equity","NAVASIA.KY.Equity","NAVYILD.KY.Equity","NEWHBAS.KY.Equity","NHINDIA.MP.Equity","NORASXD.KY.Equity","NTADUSA.KY.Equity","NTASIAN.KY.Equity","OCMFUND.KY.Equity","OCTAPAF.KY.Equity","OPAFFRA.VI.Equity","OZASIAM.KY.Equity","PANGOLN.KY.Equity","PANNOTI.VI.Equity","PARAMEE.BM.Equity","PASINLD.KY.Equity","PASINLP.US.Equity","PELAALA.NA.Equity","PENASEF.AU.Equity","PENASEU.KY.Equity","PERUEQU.KY.Equity","PHALJAM.US.Equity","PPASIAS.KY.Equity","PPCHINA.KY.Equity","PRUENHN.KY.Equity","PSAARFL.KY.Equity","PSFZAR1.SJ.Equity","PSLATON.US.Equity","PXPVEEF.KY.Equity","QIEFMLB.MP.Equity","QUACHFA.KY.Equity","QUPANEF.VI.Equity","REALRTA.ID.Equity","REGCADY.KY.Equity","ROCIMAS.KY.Equity","RVCCLSA.KY.Equity","RVCUSCA.KY.Equity","SALAOPA.KY.Equity","SCICTFA.KY.Equity","SENTCAP.KY.Equity","SENTCRE.KY.Equity","SERICAB.KY.Equity","SMCCNMI.KY.Equity","SPCHOPA.KY.Equity","SPGRCHC.KY.Equity","SQEBLBE.KY.Equity","SQEBLOE.KY.Equity","SVGRCMN.KY.Equity","TANTALF.KY.Equity","TARPLNG.US.Equity","TELLGNT.KY.Equity","TICHVIA.KY.Equity","TK5YRGA.CH.Equity","TKFUNDS.CH.Equity","TKPROST.CH.Equity","TKYJULB.CH.Equity","TKYJULS.CH.Equity","TOCCATA.KY.Equity","TROPHY1.KY.Equity","UGFMSTA.KY.Equity","UGHDSOA.KY.Equity","UIFLORG.BM.Equity","VAPAHED.KY.Equity","VERAIUS.ID.Equity","VGBRZEM.KY.Equity","VICTBRZ.KY.Equity","VICTLAT.KY.Equity","VIOLETF.KY.Equity","VISDYHE.KY.Equity","VISFICH.KY.Equity","VITCHBA.KY.Equity","WFASREC.KY.Equity","WFASSCF.KY.Equity","WYCAASV.KY.Equity","YECYOSP.KY.Equity","ZEALCHI.KY.Equity","ZENUSOF.KY.Equity"
"11",2.2887,3.0694,0.8995,-6.8854,1.1582,2.9435,-3.6113,0.9929,-1.8656,2.54,-4.81,3.3054,2.1059,8.9214,2.9507,-1.4888,0.5737,2.9989,2.15,3.4224,0.7649,0.6379,-4.4172,6.4478,0.9769,-9.8302,-0.03,-0.2809,0.7956,0.1387,-1.2763,-0.4273,-1.4296,-3.0852,-0.5387,3.6519,0.6772,5.7272,-2.1663,0.8057,-0.3038,0.8533,-1.6837,6.288,-4e-04,0.5886,2.684,-0.8122,-0.132,-0.0488,0.0678,5.4182,1.2,0.68,1.5255,0.8965,-2.2734,0.3019,7.9247,-1.7451,3.3837,-1.1904,-5.9831,2.9802,2.7289,3.6252,0.6283,-1.12,2.848,2.1595,2.8488,2.4373,-0.3061,0.9526,8.2446,3.3345,-2.322,-0.197,3.2241,2.404,3.2021,0.1335,-1.456,4.907,4.7235,1.7925,1.6931,4.001,-0.6623,-9.4442,1.5165,1.084,1.9889,2.3994,-4.3185,-4.3656,1.5899,1.89,0.6167,0.5164,0.682,-4.1011,-1.923,3.7859,0.8049,-4.0514,4.1913,0.2894,3.9208,0.4809,-2.9995,-0.927,-0.8599,1.6625,2.5672,-0.8385,-0.85,0.6673,0.0601,-0.8431,0.418,0.808,-2.9408,-1.3941,-1.3835,3.2304,0.5484,4.3397,-0.3999,1.7847,-2.4122,0.3326,-7.32,-7.75,-0.1569,1.088,0.7447,-3.2692,-0.76,2.0881,1.5874,0.231,1.3849,8.3484,1.75,1.4749,1.1603,4.8629,-1.7075,-0.2271,-12.7411,3.1566,1.7151,1.7151,0.0393,0.5397,1.1382,1.1382,-0.1001,2.9862,4.2021,0.0739,-2.26,-2.08,3.3478,2.56,0.21,2.75,-0.1301,-0.0973,2.2467,4.7439,3.1713,0.5738,-1.019,-3.5334,1.4104,1.3805,0.3597,0.0627,0.8044,-1.0132,-4.535,-0.3385,1.8508,2.77,12.588,-0.5322,2.2117,1.9737,1.7737,-0.3636,0.5705,-0.8861
"12",NA,3.4678,0.007,-0.5784,0.3903,-7.3072,-13.7193,-0.9839,-8.0359,-0.05,4.6,-1.5898,7.545,-0.4828,-1.9343,-0.0087,-1.2888,-1.9556,-1.07,-1.2869,1.05,-0.9813,-2.6089,10.8947,-4.0572,-4.4438,-0.49,-0.8451,-5.134,-1.8502,-1.8215,0.3627,-4.8334,-2.2527,1.4258,-0.9255,-1.637,-0.6286,-1.898,-1.8963,1.1082,1.7922,1.5301,3.7214,-4e-04,3.4224,3.1332,-0.4626,-6.2872,-7.9488,0.5863,1.1068,1.49,3.72,0.3247,-2.8869,-6.7453,0.301,0.794,-9.3915,3.0294,-3.3489,-5.3735,-3.972,1.1103,0.997,-0.5547,-0.66,11.4379,4.2226,1.7712,4.0172,-1.0941,-1.3492,9.8821,2.7827,1.2782,0.2447,1.5648,1.0657,-3.9943,0.1721,-6.9597,0.5947,0.5557,4.967,0.6204,-3.8213,-16.6667,-12.8808,2.9878,-3.939,-0.2668,0.0762,NA,3.7892,0.77,1.03,0.4883,2.3354,-1.7109,-16.5709,2.21,1.2453,-0.0894,-7.4732,7.0336,0.2381,0.3561,3.4531,-5.6157,0.6455,0.595,-1.3662,1.0805,-0.3302,-0.49,0.6733,-5.9442,-5.8208,0.251,-11.6064,0.1416,-6.0306,-6.009,1.2755,-1.5324,-6.0302,0.37,-5.5267,2.6484,0.3728,-13.57,-14.07,-0.4975,1.031,0.8496,2.8238,-2.55,-0.1328,0.8015,1.039,-2.8881,-3.2475,0.63,-0.5937,-16.2685,-0.8547,-3.2219,-0.6389,-8.202,0.5439,-1.2176,-1.2176,0.5976,1.1132,0.108,0.108,0.3026,5.0122,0.5158,5.5091,-1.61,-2.18,-0.5653,-0.05,4.47,0.13,-0.1545,-0.2041,3.7363,1.7085,1.4039,0.2295,-3.6088,1.2648,6.4271,5.5057,-5.0179,-0.9709,0.9601,-3.1717,-3.9862,-2.1887,3.6625,1.0549,-0.5814,4.4026,-2.2162,-2.3706,1.1084,4.5973,4.5012,0.669
"13",4.1413,1.7817,1.6113,0.1119,2.3933,2.6417,13.0883,-0.128,8.3381,8.0599,2.76,-1.6613,4.4964,1.3286,4.3024,5.2088,0.6902,4.0598,3.07,3.4352,1.4802,1.5079,9.5271,-0.2937,3.6131,0.008,5.79,-0.142,5.1904,1.7641,6.7005,-0.8596,10.9318,-0.9006,3.7542,3.1762,-3.0236,3.5242,3.9483,-1.5256,6.2112,1.3131,6.0341,5.2438,-3e-04,4.0884,-0.7513,-0.8868,5.5517,9.4693,2.8429,6.0292,2.8602,3.86,-0.1125,0.3631,-0.2415,-1.0974,2.9717,9.5609,4.0387,11.5902,6.5795,3.4274,6.167,6.115,7.6394,0.73,0.4322,5.3965,2.8894,6.8954,-0.9418,-3.204,0.5165,3.2974,-1.2006,2.8666,-3.6628,3.2612,2.7058,0.3771,-8.7227,0.3313,0.2998,0.3122,0.9757,5.7957,7.2,9.1312,1.3626,6.2688,1.3973,2.1447,0.1494,1.1211,1.03,1.18,0.7734,-0.2282,2.726,-0.1962,-4.0507,1.1326,2.9306,10.4508,3.5355,0.3239,4.9679,0.6875,3.9931,-0.0098,0.7775,-1.0178,2.8235,-1.5433,-1.26,0.6337,5.3942,5.9722,3.4756,14.1205,0.1646,4.8208,4.8223,7.6811,0.0641,2.9879,1.45,4.7076,2.6876,0.3579,6.8,6.32,-1.0505,0.8773,1.0658,-2.3786,-0.45,0.9642,-0.6444,2.2669,4.4608,6.9095,0.14,5.313,11.8323,7.2974,4.0722,2.4095,-13.5079,-0.8456,1.6056,1.6056,3.7833,1.2742,1.6099,1.6099,1.3311,5.5824,10.0011,1.9909,9.49,11.6,0.755,-2.19,6.1099,2.54,3.5287,-0.1487,2.6374,5.5169,4.9341,1.3935,0.6866,5.3457,4.0222,4.6355,-1.8868,1.265,1.7321,11.7516,15.2356,-3.527,6.3731,2.0832,3.6111,-1.7615,2.0162,2.5962,1.9487,2.8764,2.8662,3.117
"14",1.1214,3.4888,1.6503,-4.5794,2.5146,3.885,10.1971,0.2928,5.9859,8.35,-1.2599,6.9337,-0.8854,-2.4754,2.786,-0.1169,1.2519,2.3945,3.26,2.3213,3.8307,1.7518,7.2043,1.0781,3.2621,7.1923,5.34,-0.2845,5.2464,3.0114,0.1431,0.2851,3.0497,3.0072,1.8223,4.6078,3.3472,0.2972,3.7356,2.2873,2.2102,2.0485,1.1261,2.4476,-2e-04,1.3537,3.1193,0.9822,3.2969,3.1849,1.8714,-0.8038,1.8499,0.13,1.822,3.3982,3.8672,4.22,3.0071,4.9468,2.542,2.7557,-0.6112,5.2982,1.9228,1.6505,1.7299,0.47,1.6751,3.3788,4.4018,1.5661,0.1542,5.3565,7.2965,3.4,5.7241,1.5541,-1.4743,4.9932,5.0332,0.4142,-5.4825,0.4123,0.3735,2.1936,1.5512,1.7692,5.2239,10.6434,3.2524,2,1.0916,3.6029,NA,5.2876,1.3,1.44,0.854,-0.1372,-0.02,7.8209,-0.3899,4.267,7.749,2.4886,5.9535,0.3013,2.8141,0.705,4.6471,1.8899,1.7447,2.0036,0.4079,1.2474,0.81,0.6245,1.3022,3.2765,2.3248,7.7673,-0.46,1.7201,1.7401,7.3624,0.247,3.0216,0.47,4.2186,3.2873,0.3699,11.37,11.01,1.6053,1.1004,1.1769,-0.0997,-0.81,1.831,0.9436,1.6687,2.3604,11.0923,3.2,2.2292,11.4148,-1.1928,1.682,1.3496,-3.5167,5.7579,1.615,1.615,2.7039,0.6456,1.4693,1.4693,0.9497,-0.3809,2.5159,2.1526,5.62,7.01,1.9713,1.86,1.31,3.81,1.1858,-2.3227,-1.7104,-1.7005,-2.9888,-0.8001,3.7883,-0.7683,0.5505,-0.4873,1.5385,2.7795,1.8749,2.9337,-1.0504,1.1372,8.4568,2.6907,-1.2088,0.3151,1.2931,1.8092,1.5739,1.8726,2.1434,3.098
"15",3.1125,5.2106,0.0746,5.0217,3.9262,-3.8469,0.8191,2.8376,0.4419,3.6899,-0.41,2.0821,3.0509,2.6439,-1.7384,1.8085,-0.1424,-1.4916,1.49,1.7056,-1.3317,0.427,9.7902,-0.8062,-3.1065,1.8688,-2.24,0.5706,-0.8618,-1.154,-2.9398,0.0765,-6.9173,-1.8815,2.192,6.2319,-0.8714,0.8826,-3.1494,4.9639,2.8692,3.8721,-4.5678,4.2662,-2e-04,4.9985,4.856,3.1496,-1.31,-2.4117,2.9317,2.9683,1.89,2.55,1.1828,4.1751,2.4897,2.6661,-0.1177,1.1466,1.8261,-8.017,-8.1498,3.3892,2.1598,2.7005,0.4407,1.7299,1.053,-1.7156,5.1455,4.5802,7.367,9.39,-0.3828,3.0338,6.3731,1.3645,-3.5104,4.4681,6.4738,0.1941,-14.7908,-7.0846,-7.004,1.8787,0.3613,-3.3569,0,-1.8519,3.7799,-1.2676,0.5084,4.9167,6.0273,11.8171,1.49,1.82,1.002,3.2524,-4.336,-13.7586,1.8686,2.2406,7.0557,-7.8846,5.2196,0.2432,3.2436,0.4092,-8.3615,-3.1482,-2.8931,-0.821,-0.201,1.1915,0.84,0.6912,-1.2257,-0.4442,0.7228,-2.732,-5.6286,0.7571,0.761,5.8637,-0.073,1.2051,2.04,-2.4485,4.3077,0.355,11.04,10.78,2.2437,0.4389,0.1429,-5.9756,-1.86,0.4916,1.5953,0.4292,0.6184,5.0279,0.7399,2.8883,-1.2195,2.8517,-1.5556,0.8901,8.2998,3.4237,0.6899,0.6899,0.33,0.4112,0.2704,0.2704,0.1496,5.2688,4.9301,3.6967,-4.62,-5.34,3.3484,5.75,-5.38,3.87,8.2577,-1.4487,1.3971,2.0003,1.2311,-0.3447,-3.9926,8.2011,-6.1742,-6.923,-2.2727,2.4613,3.7396,-7.8542,-5.7086,-2.2571,-1.6372,1.5356,4.9823,0.4442,1.2454,0.7709,3.4527,4.7128,1.0134,2.5451
"16",0.1175,2.451,0.7311,0.4628,0.5623,-4.191,6.0149,-0.0256,5.4801,-4.05,0.71,0.3983,-1.1393,-0.9736,0.1066,1.0737,0.9076,0.0601,2.98,5.4825,-1.4846,1.1931,5.2524,2.5569,-1.4911,2.4755,-1.06,-16.3121,-3.7207,-1.7609,0.7794,1.0762,0.4598,0.2399,2.3742,2.6798,0.5763,-0.1717,0.7817,1.1634,2.2493,-1.0625,-2.3451,2.7005,-1e-04,-1.6382,-2.5002,2.5836,-3.0823,-3.89,5.9955,1.788,2.4198,3.03,0.9183,1.4259,2.0781,1.8435,3.9627,4.6184,1.8791,-3.4439,-3.7134,0.7217,4.17,3.26,4.4124,2.54,3.2208,-0.9167,0.4663,-5.5912,-2.0173,-2.7755,-0.7837,-0.2108,2.2332,0.6545,-1.9022,0.6532,5.2354,0.7178,9.8529,14.0856,13.805,2.6688,0.8346,-1.4806,2.8369,2.5997,1.0117,-2.7482,0.5237,0.9258,4.283,1.0383,-0.31,-0.06,0.8074,2.3514,0.7218,-1.544,0.0052,3.3181,4.2462,-1.4832,3.7622,0.3211,0.3959,0.4024,-5.6139,0.9059,0.7285,0.2515,0.5034,2.1067,1.6,0.6487,-2.1489,0.1275,-2.5042,2.911,-1.1489,-0.0446,-0.0413,2.1928,-0.3105,3.7962,1.63,-1.7227,-3.2913,0.3669,11.83,11.84,0.1679,1.2235,1.0188,1.2145,1.78,0.3862,0.6813,2.0994,0.3346,9.0344,-1.04,0.4276,2.9891,2.8568,-1.0423,1.8069,4.3086,3.9519,0.5803,0.5803,-0.7675,0.475,0.609,0.609,1.0121,0.8014,-2.1651,3.5001,-1.48,-2.6,-0.8584,2.08,-2.06,2.29,1.9495,-1.2524,-1.3536,-2.0917,-0.694,0.5352,-1.7956,-18.0124,5.6318,6.994,-3.876,3.1435,4.1206,-3.2654,-3.4685,-3.0157,-1.2813,0.4254,2.1373,0.9383,1.0798,0.86,2.2421,2.7865,0.4949,5.8293
"17",-2.338,0.2963,0.2706,10.0463,0.5907,-2.2411,-5.2916,-1.0855,-4.1739,-15.8099,-0.77,2.0923,-4.2253,5.4975,-4.7026,-3.4489,-1.0235,-4.5298,4.3599,4.0399,-2.0163,0.2846,0.7121,0.6461,-2.6448,0.8699,-8.07,-0.339,-12.0702,-6.0606,-1.0664,-0.0568,-10.3986,0.6158,3.1823,2.6326,-5.2397,5.0423,-1.2515,-3.3455,4.1277,-3.8678,-11.4965,-4.3825,-0.0034,-3.4878,-2.8168,-2.2889,-7.0062,-10.6591,-1.9913,-0.7962,4.77,2.6,0.6455,-0.9156,-5.8647,-1.4968,5.0107,-4.5729,0.1016,-8.8582,-11.6478,-1.8783,-4.81,-4.86,-6.8651,-3.1,-1.5553,-5.0852,1.7173,-5.7832,-1.8598,-5.398,8.607,-1.4894,-0.1245,1.0935,0.113,-3.8285,-0.0025,-0.7373,-9.0051,37.4005,37.3874,2.7678,-1.9106,-9.349,-6.2069,-4.8336,-1.4824,-5.363,0.0802,-1.6308,-7.28,0.5576,0.66,1.17,1.0067,0.8236,0.9,3.8365,0.386,-1.776,1.6563,-12.7568,4.2931,0.3414,0.2315,0.6048,1.0763,-3.2809,-2.5257,0.3345,-0.6272,0.6668,0.27,0.6265,-3.4643,-2.4825,-4.389,-6.8349,2.9848,-2.515,-2.5022,3.5088,-2.8263,-2.4068,-3.1,-2.1574,-0.8375,0.3654,-0.33,-0.64,-0.3006,1.977,1.6135,-4.4385,1.11,-0.0705,1.2051,7.207,0.9543,8.0921,4.33,9.0337,-5.1487,-2.3554,-0.9977,-2.4889,-5.6283,2.6025,0.5043,0.5043,-0.6408,0.5978,0.0173,0.0173,-0.4421,-0.8145,2.8262,2.0366,-6.79,-10.03,-1.8083,-2.28,-11.26,-0.72,-3.3925,0.5142,-0.0817,1.6714,-1.5516,-0.396,0.0417,-12.7357,-5.2812,-6.5416,NA,0.4313,-1.1457,-8.6604,-6.3508,-1.9875,5.968,-3.3482,14.9539,3.6756,-2.177,-2.469,4.7655,-2.2643,-1.9576,-0.4156
"18",-0.0277,7.6919,1.0562,7.9414,5.4103,6.0619,3.493,0.1752,5.2045,9.1,3.43,-3.3059,-3.0781,-5.1312,2.2622,1.9507,1.325,2.2834,2.47,5.6454,-0.8824,0.5361,10.421,1.6353,3.1048,9.7862,4.0766,-0.3401,0.8954,0.7696,3.6379,0.2757,-1.7756,-1.7905,-1.0213,3.5734,-2.6929,3.5365,2.0397,0.0541,-1.1216,1.5167,0.1704,0.8333,0.194,3.5022,-0.3827,3.4848,3.3061,4.8542,-1.4716,3.163,-1.06,-0.49,0.6104,-1.3828,6.6913,-0.053,5.4784,5.7403,3.6334,3.4903,8.5773,-0.6788,1.4264,1.37,0.1034,0.47,-1.1138,2.9154,1.6329,-0.2954,-3.4379,4.8944,0.5925,4.3497,-2.7533,4.9847,2.5223,2.1799,6.0028,1.443,-1.4802,-2.1008,-2.1133,3.7378,2.1854,2.8757,0,3.007,3.172,3.1168,2.4294,0.8922,2.032,-5.1176,1.56,1.76,0.3643,0.5589,3.5846,10.8286,-2.1718,2.8855,2.4155,5.1495,1.8952,0.3189,-0.0695,0.1594,9.5771,0.8843,0.8414,0.7917,-0.5829,-0.0623,0.08,0.5624,5.9596,6.2663,3.2385,6.6653,-0.2452,5.0109,5.0133,3.5755,-0.5468,-0.4324,0.52,4.9097,4.4432,0,14.61,14.64,0.2369,0.4826,0.4364,-1.4263,2.11,2.7461,1.0815,1.8217,2.4969,1.7434,-0.81,5.416,4.8062,7.8321,1.7779,2.716,1.0017,3.4467,0.5222,0.5222,1.2974,0.6861,0.6743,0.6743,0.4018,-2.0504,-1.6703,0.8754,2.04,3.25,4.0143,4.41,-3.12,4.44,5.9667,1.4566,-1.6022,-0.1188,0.7555,1.0624,NA,-3.5807,-3.0182,-3.3354,1.2097,1.231,0.1989,3.6798,1.2823,-1.5925,4.0064,1.3769,-12.8333,10.0794,3.86,5.5471,2.617,5.3151,-0.763,0.1292
"19",-4.8724,4.3485,0.5166,-6.1259,-2.31,1.8741,15.8341,0.0798,4.9332,12.7704,-1.07,-1.3615,-3.6137,-4.075,2.5203,-0.4143,1.0428,2.396,2.21,3.8,1.67,0.009,12.0092,0.4767,1.1308,-7.3947,5.5867,-16.5529,3.5255,1.0671,3.1644,-0.4871,1.7918,1.1268,-0.4727,-5.1224,-4.5111,-3.5388,-0.0906,-3.8378,-3.2243,1.3072,2.9901,-1.405,-0.0017,-7.1401,-1.0421,0.1215,4.0456,5.6707,0.4481,-4.3154,-1.6399,-3.01,0.4696,5.1437,-8.1538,0.8928,0.7277,10.8454,0.0845,6.6512,9.388,-4.1089,-1.7121,-2.4352,-4.8193,-0.97,-3.6717,-3.4369,-0.1039,-1.7778,-5.9045,-4.1178,-1.2431,-3.2883,-3.4652,-4.7549,-0.6753,-2.1371,-5.3741,0.4062,0.2343,6.9773,6.9564,-0.2534,2.333,6.4076,11.0294,14.8333,-5.5183,0.6341,1.6203,-3.7428,NA,-0.7264,0.62,0.7,0.5303,-0.8551,2.0168,5.7196,-1.9577,0.8013,-2.9047,3.022,-1.1957,0.3109,-3.7591,-3.3309,4.7589,0.9642,0.7852,1.6537,0.1631,-1.9885,-2.22,0.6483,1.9655,0.6143,3.5908,5.0373,-4.6673,1.7491,1.7606,-5.0982,-0.6067,-1.8274,-4.06,2.7147,0.8308,0.6881,18.26,18.41,0.134,-1.2638,-1.3162,-4.786,-1.88,-1.8858,-4.2139,-1.9023,-3.7618,-2.0536,6.13,4.9283,13.6245,-6.4269,-0.19,-1.3463,-3.7833,-6.3004,0.4882,0.4882,0.5196,0.4722,1.0562,1.0562,-0.4592,-7.5046,-2.4402,1.8514,6.36,8.11,0.605,-5.08,7.2,-5.21,-9.4532,0.3889,-2.9742,-6.4583,-1.7258,-0.0516,5.9296,-3.7521,-2.615,-2.7817,-8.7649,-5.4299,-4.3239,6.816,4.4566,-1.7613,-0.7704,0.6066,-6.564,-0.5056,2.6152,1.8459,-1.3346,-1.6466,-4.6372,-1.0989
"20",-1.73,-1.8402,0.719,3.4918,-1.9161,1.273,0.6671,0.0213,0.9002,3.61,-1.56,2.912,-0.4961,0.344,2.2713,-1.0512,0.96,1.9734,1.01,5.2987,0.94,0.9812,-11.87,-1.2989,1.0412,-12.9557,2.17,-0.409,1.219,0.4347,1.9288,-0.3596,3.5119,-1.6072,-1.2615,-6.1686,-4.5276,-3.058,0.3334,0.6906,-1.6137,0.5946,0.95,4.0235,-20.5209,-0.8872,-0.2059,-1.1214,1.9447,2.6855,1.0583,-6.709,-1.8802,-1.52,1.1484,1.9941,-3.0763,-0.3592,8.546,-0.6529,0.1316,1.0486,-0.3333,1.5697,-1.2611,-0.2494,-2.3151,-1.85,1.1847,-1.8361,-2.8135,-2.9998,-4.1855,-4.4796,-5.7417,-4.1019,2.0878,-2.1855,-0.3719,-0.0765,-2.9169,-0.3357,-3.1298,6.4341,6.4296,-4.5888,-0.9648,2.7384,0,0.8978,-7.6763,1.0712,0.047,-0.2075,16.0396,-2.5315,-1.02,-0.77,0.7088,0.7762,7.34,1.082,-1.0258,1.9241,-5.6876,1.3134,-4.8099,0.3169,-0.0468,0.8498,-0.2581,0.8455,0.503,-1.454,0.1673,2.2834,2.26,0.6084,0.3559,-0.7937,0.0337,4.2048,1.0057,3.2436,3.2644,-1.3487,-0.0858,2.1214,-2.67,3.0342,-2.1752,0.348,5.88,5.73,-1.1871,-0.4267,-0.5949,3.7407,-5.27,-3.3541,-0.9643,-1.1005,-1.4822,-6.4531,1.14,-2.9777,-1.7255,-7.4692,-0.0216,-2.5118,29.4283,-7.6128,0.3058,0.3058,3.4438,1.2282,0.7308,0.7308,0.3517,-1.2185,5.6241,-5.5588,1.44,1.89,-1.4244,-3.85,4.34,-4.76,1.6361,0.9949,-0.2483,-1.6972,0.8485,1.4971,2.782,-13.1187,1.4422,1.0638,7.8603,-1.7045,-2.137,1.1638,0.2939,2.2469,-3.0945,1.8542,3.9468,0.4517,-2.6945,-1.0378,-1.7599,-3.631,-1.7247,-1.1234
"21",0.6429,2.9509,1.5453,-2.0465,2.3411,2.6439,13.5241,2.633,4.6126,0.1501,-0.04,2.0708,1.4919,1.3652,1.779,0.3856,0.1672,1.5063,1.15,2.5618,0.46,1.5928,-7.6367,3.0525,0.3803,7.4823,0.75,-0.2053,2.1678,0.8554,0.694,0.2865,-4.5595,2.8988,-0.9414,1.7193,-0.1569,-0.0296,1.9489,0.1196,-0.9629,1.8291,-0.53,-0.8864,-4e-04,-2.0567,1.6506,1.5911,1.9034,3.0655,1.9067,0.4676,-1.88,-2.13,1.205,12.9423,1.1672,1.231,0.466,8.6153,2.5669,0.8,0.3316,0.9481,1.025,1.0836,3.598,0.32,0.7585,6.4817,2.6159,1.6068,-2.4596,1.3883,0.3423,1.8766,-0.41,2.1073,-0.5344,1.1029,5.7111,0.2095,13.3045,-10.8548,-11.0989,4.8337,2.3814,2.4813,11.2583,17.4565,0.8586,0.0623,2.5977,0.3623,18.7905,0.7766,NA,NA,0.4506,0.2567,1.64,-0.8231,-0.574,2.6988,1.0051,1.1725,-0.122,0.3089,0.5457,0.5259,-0.7594,1.801,1.4041,-0.2683,0.2988,1.3535,1.08,0.6423,0.0887,1.9077,3.3711,2.5749,-0.7246,3.5332,3.536,1.6313,1.3746,2.9041,0.1999,3.0397,2.5562,0.3597,18.13,18.31,-1.4619,0.1628,-0.0398,-0.1753,-1.77,-0.4215,0.5528,0.411,0.8858,10.8034,4.35,-3.2115,11.6529,2.0192,1.6336,1.5078,-2.4676,3.3348,1.3263,1.3227,4.4271,0.4168,1.51,1.51,0.4663,0.2069,1.7403,-0.8935,1.97,1.79,0.4178,-2.91,-1.2101,1.49,-3.5483,1.3355,0.5494,3.5316,1.5457,1.3542,1.2631,-0.8423,0.4721,0.6333,4.0486,-0.4868,2.1208,0.9817,2.0981,-0.8413,4.2806,2.1171,4.7456,0.5246,4.975,3.0288,-0.9508,7.7202,-0.6454,3.5364
