"","AAASYWB.KY.Equity","AESOPHK.KY.Equity","AHPACOB.KY.Equity","AISMERC.KY.Equity","AJAOPAR.KY.Equity","ALASOPP.KY.Equity","ALCINDA.KY.Equity","ALLIVFD.AU.Equity","ALTACIF.MP.Equity","ALTOGLA.KY.Equity","APEXGCE.US.Equity","APSASPH.KY.Equity","APSCHIA.KY.Equity","APSCHIN.KY.Equity","ARASALP.KY.Equity","ARMACRO.KY.Equity","ARMLLOA.KY.Equity","ARNASIA.KY.Equity","ARQCALA.KY.Equity","ARQVALA.KY.Equity","ARXBRLS.KY.Equity","ASCREHA.KY.Equity","ASEASCF.KY.Equity","ATCHSTA.KY.Equity","ATHASIE.SP.Equity","ATLRIVR.KY.Equity","ATMOSBE.KY.Equity","BERINUR.KY.Equity","BRASCEH.KY.Equity","BRASFXI.KY.Equity","BRAXFDA.KY.Equity","BRAXFDB.KY.Equity","BRVBRZL.KY.Equity","CAMAMAP.KY.Equity","CAMCCGA.KY.Equity","CAMGCSM.KY.Equity","CCASIAU.KY.Equity","CCIOIGF.KY.Equity","CDIFORD.VI.Equity","CEASOPP.AU.Equity","CHCIMPE.KY.Equity","CHEAGLE.KY.Equity","CHEETAH.US.Equity","CHINABS.KY.Equity","CLARCOB.BH.Equity","CMCHCSF.KY.Equity","CMTFGRC.KY.Equity","CNALPHA.KY.Equity","CONSTEB.KY.Equity","CONSTEQ.KY.Equity","COPLATA.KY.Equity","CSVCHNO.VI.Equity","DALAOFF.KY.Equity","DALGCHI.KY.Equity","DBDHAAB.KY.Equity","DORASPS.KY.Equity","DRAGALT.KY.Equity","EDAF001.KY.Equity","EMMENAA.BH.Equity","ENAMIND.KY.Equity","EVENSTR.KY.Equity","EXPIRES.KY.Equity","FABRAFF.KY.Equity","FAFRICA.BH.Equity","FAVRORC.KY.Equity","FBDREOI.KY.Equity","FIREFND.KY.Equity","FORASMA.KY.Equity","FOUCHOP.KY.Equity","FPP395A.KY.Equity","FRTNHDG.KY.Equity","GAAOPPO.KY.Equity","GAMCOFA.KY.Equity","GBAMBOO.KY.Equity","GHKNCVF.KY.Equity","GLDCHPL.KY.Equity","GLXCDVA.KY.Equity","GOLDCHI.KY.Equity","GREASHI.KY.Equity","GRECVPD.MV.Equity","GRNDRGN.KY.Equity","GRSPOPA.KY.Equity","HALCYON.KY.Equity","HARMFDR.KY.Equity","HARUSFD.KY.Equity","HKPTRLP.US.Equity","ICAPNIT.SJ.Equity","ILASCON.US.Equity","INDMAXG.MP.Equity","INDSMLI.MP.Equity","INFCOPP.KY.Equity","IVMAOPP.KY.Equity","JABEMX1.KY.Equity","K2AARFA.AU.Equity","KARSTAR.US.Equity","KINGSMD.KY.Equity","KISCUSD.KY.Equity","KISGLMS.AU.Equity","KKSPCFA.KY.Equity","KNIASPR.VI.Equity","KNOSSPA.KY.Equity","KOMOFUN.KY.Equity","KONDORA.KY.Equity","LAUOSSP.KY.Equity","LBNCHPO.KY.Equity","LEBEQPR.KY.Equity","LEGCHNA.KY.Equity","LHASTRF.KY.Equity","LUASVAL.KY.Equity","LWLASDF.NT.Equity","LYNASIA.KY.Equity","MERINHE.KY.Equity","MERINTF.KY.Equity","MIDASEQ.KY.Equity","MNJAPAR.KY.Equity","MQASALA.AU.Equity","MQASLSF.KY.Equity","NAVABRT.KY.Equity","NAVASIA.KY.Equity","NAVYILD.KY.Equity","NEWHBAS.KY.Equity","NHINDIA.MP.Equity","NORASXD.KY.Equity","NTADUSA.KY.Equity","NTASIAN.KY.Equity","OCMFUND.KY.Equity","OCTAPAF.KY.Equity","OPAFFRA.VI.Equity","OZASIAM.KY.Equity","PANGOLN.KY.Equity","PANNOTI.VI.Equity","PARAMEE.BM.Equity","PASINLD.KY.Equity","PASINLP.US.Equity","PELAALA.NA.Equity","PENASEF.AU.Equity","PENASEU.KY.Equity","PERUEQU.KY.Equity","PHALJAM.US.Equity","PPASIAS.KY.Equity","PPCHINA.KY.Equity","PRUENHN.KY.Equity","PSAARFL.KY.Equity","PSFZAR1.SJ.Equity","PSLATON.US.Equity","PXPVEEF.KY.Equity","QIEFMLB.MP.Equity","QUACHFA.KY.Equity","QUPANEF.VI.Equity","REALRTA.ID.Equity","REGCADY.KY.Equity","ROCIMAS.KY.Equity","RVCCLSA.KY.Equity","RVCUSCA.KY.Equity","SALAOPA.KY.Equity","SCICTFA.KY.Equity","SENTCAP.KY.Equity","SENTCRE.KY.Equity","SERICAB.KY.Equity","SMCCNMI.KY.Equity","SPCHOPA.KY.Equity","SPGRCHC.KY.Equity","SQEBLBE.KY.Equity","SQEBLOE.KY.Equity","SVGRCMN.KY.Equity","TANTALF.KY.Equity","TARPLNG.US.Equity","TELLGNT.KY.Equity","TICHVIA.KY.Equity","TK5YRGA.CH.Equity","TKFUNDS.CH.Equity","TKPROST.CH.Equity","TKYJULB.CH.Equity","TKYJULS.CH.Equity","TOCCATA.KY.Equity","TROPHY1.KY.Equity","UGFMSTA.KY.Equity","UGHDSOA.KY.Equity","UIFLORG.BM.Equity","VAPAHED.KY.Equity","VERAIUS.ID.Equity","VGBRZEM.KY.Equity","VICTBRZ.KY.Equity","VICTLAT.KY.Equity","VIOLETF.KY.Equity","VISDYHE.KY.Equity","VISFICH.KY.Equity","VITCHBA.KY.Equity","WFASREC.KY.Equity","WFASSCF.KY.Equity","WYCAASV.KY.Equity","YECYOSP.KY.Equity","ZEALCHI.KY.Equity","ZENUSOF.KY.Equity"
"52",-1.5599,-3.7854,NA,-11.1216,NA,NA,4.3476,2.3206,NA,NA,NA,0.0247,1.8824,-1.9287,NA,NA,NA,-1.2327,NA,NA,-2.0602,1.6848,-6.1572,-1.4438,-2.2238,NA,NA,NA,NA,NA,3.0184,-0.0446,NA,1.0787,NA,NA,-3.6362,-3.0954,-8.6279,NA,NA,-2.6469,-2.6185,NA,NA,NA,1.5331,-4.5734,-2.6653,-8.13,-1.4377,NA,-2.3408,-1.1019,NA,1.0084,1.3987,NA,NA,NA,0.2465,-6.583,1.9249,-1.34,NA,-13.9307,-13.0437,NA,-3.1526,3.7417,0.7906,6.2766,-1.393,NA,NA,-2.67,NA,-4.5245,-2.1134,-4.3979,-3.1897,-3.5689,-5.4147,NA,NA,-8.0986,2.6336,0.1332,2.4155,2.8168,-0.4998,-4.8882,NA,-1.6143,0.0563,NA,NA,NA,NA,0.6475,NA,3.0541,1.312,NA,-1.3818,NA,NA,0.46,-3.6687,NA,-4.3999,-2.3681,-1.7999,-1.6056,-1.6372,5.2968,-1.54,0.8754,-4.2839,NA,-2.5633,NA,0.0511,NA,-3.425,NA,-0.7756,NA,-1.17,-2.6793,-0.1744,0.5236,0.09,0.09,NA,NA,-0.498,NA,1.12,-4.1013,-4.0866,NA,-1.3021,NA,NA,3.69,3.9626,-3.9022,NA,-2.3738,NA,-2.4487,NA,NA,NA,0.3253,NA,NA,NA,NA,4.2185,NA,-0.28,-2.01,NA,-6.65,-1.34,-2.79,-1.8264,0.3577,-0.7042,2.8167,0.7451,0.4235,NA,-7.7802,-0.8144,1.6309,-15.9751,-7.297,NA,NA,-5.5509,3.4854,NA,-4.6639,0.6687,NA,-5.2167,-2.5401,NA,-0.1004,NA,NA
"53",-11.6899,-11.1886,NA,-3.5498,NA,NA,-0.2438,0.9852,NA,NA,NA,-4.638,-20.5379,-21.0938,-5.0745,NA,NA,-5.7307,NA,NA,-3.3701,0.4965,-7.0415,-2.9815,-3.1349,NA,NA,NA,NA,NA,-2.7306,0.7578,NA,0.1113,NA,NA,-3.6129,-9.5944,-6.686,NA,NA,-3.7543,-11.3401,NA,NA,NA,-11.1734,-12.7216,-4.3192,-13.7,0.0206,NA,-2.6301,-10.2336,NA,-1.218,-7.1762,NA,NA,NA,0.7527,-12.8556,-7.2277,-3.17,NA,-9.3814,-12.7888,NA,-2.9179,1.37,-8.2999,-2.062,NA,NA,NA,-9.75,NA,-9.0139,-2.27,-9.1405,-4.518,-2.1074,-8.2496,NA,NA,-10.8626,1.3953,-7.6876,-4.717,-3.3916,-1.6438,-6.6135,NA,0.2451,-5.302,NA,NA,NA,NA,-1.8382,NA,0.1037,-0.2435,NA,3.466,NA,NA,0.48,-18.2365,NA,-1.2739,-1.6306,-1.2812,-8.1234,-1.4928,-0.6264,-1.06,0.886,-8.9512,NA,-5.8676,NA,-1.1911,NA,-8.9812,NA,-1.1222,NA,-4.11,-5.6494,-4.3264,0.5207,-6.99,-7,NA,NA,-1.7065,NA,1.09,-6.6202,-10.8334,NA,-4.5427,NA,NA,25.0895,-0.0954,-1.0489,NA,-1.8988,NA,1.0526,NA,NA,NA,0.5993,NA,NA,NA,NA,-10.5311,NA,-5.56,-8.09,NA,-5.39,-9.68,-3.1,-6.9294,-1.589,-5.4886,-9.2835,-2.7875,0.6151,NA,-13.8985,-6.7055,-5.5248,-13.2099,-2.3836,NA,NA,-10.121,-1.9809,NA,1.4898,-8.6412,NA,-9.0583,-7.9496,NA,-1.3877,NA,NA
"54",-10.8735,-16.9882,NA,12.1015,NA,NA,-11.8167,5.8537,NA,NA,NA,-7.347,-2.8859,-3.5633,-14.681,NA,NA,-14.9435,NA,NA,-11.97,-6.5028,-4.0398,-16.4185,-4.4135,NA,NA,NA,NA,NA,-15.6552,-2.746,NA,1.9051,NA,NA,-4.839,-15.8964,-12.7177,NA,NA,-13.2377,-30.7483,NA,NA,NA,11.0895,-8.7187,-5.3552,-27.4,-3.5154,NA,-10.0213,-21.87,NA,-11.4607,-24.922,NA,NA,NA,-1.083,-30.4282,-31.0798,-2.31,NA,-21.0551,-24.161,NA,-3.8916,-32.7643,-6.3231,-18.3957,-8.4843,NA,NA,-17.16,NA,-11.2367,-1.4565,-14.6603,-21.0728,-6.6073,-30.0602,NA,NA,-16.7963,0.8749,-22.8224,-13.8614,-18.685,-9.2851,-19.9232,NA,-10.7647,-14.057,NA,NA,NA,NA,-5.0562,NA,-12.552,-1.8291,NA,5.3992,NA,NA,0.41,-22.9953,NA,-8.0771,-2.2187,-1.7004,-7.577,-6.2158,-5.9639,-5.11,0.8545,-7.2634,NA,-12.5094,NA,-3.4634,NA,-11.9419,NA,0.4404,NA,-7.56,-9.2254,-5.6176,0.4994,-24.48,-24.52,NA,NA,-1.1707,NA,5.21,-2.3685,-7.8008,NA,-9.0691,NA,NA,-15.4947,-12.3504,5.2105,NA,1.3924,NA,-2.2436,NA,NA,NA,0.2344,NA,NA,NA,NA,-0.9966,NA,-20.11,-25.29,NA,-4.17,-19.63,-6.34,-3.3163,0.5526,0.2056,-0.2144,0.0195,2.8032,NA,-32.8853,-10.4956,-5.3508,-33.2859,1.8171,NA,NA,-32.8947,-6.3339,NA,-0.684,-24.8821,NA,-15.9968,-15.3657,NA,12.8487,NA,NA
"55",-14.7197,-21.6987,NA,8.5431,NA,NA,-24.4097,-4.424,NA,NA,NA,-13.0113,-26.3616,-16.1495,-8.651,NA,NA,-7.8703,NA,NA,-8.72,-21.5716,-27.2415,-23.3969,-11.1458,NA,NA,NA,NA,NA,-16.2362,-3.9015,NA,1.811,NA,NA,0.8023,-31.1224,-24.6643,NA,NA,-26.6893,-33.9641,NA,NA,NA,14.7333,-5.9404,-7.5539,-24.95,-7.6981,NA,-16.1353,-29.8203,NA,-19.4125,-24.8015,NA,NA,NA,0.1643,-35.1676,-31.1344,-26.1,NA,-32.5532,-30.6283,NA,-4.7722,-25.2519,-18.3348,-32.1971,0.5171,NA,NA,-27.51,5.075,-20.4744,0.6377,-24.7018,-31.3967,21.5716,-32.0933,NA,NA,-22.4781,1.585,-28.922,-17.8161,-27.4115,-6.7554,-27.0112,2.48,-10.4041,-13.861,NA,NA,NA,NA,NA,NA,-42.6872,-8.0582,NA,-0.3621,NA,NA,0.51,-38.7007,NA,-29.8668,-2.748,-1.2385,-12.8673,-0.0138,-3.795,-2.2,0.9574,-24.4462,NA,-20.5269,-35.8515,1.4621,-25.855,-25.6274,NA,-2.007,NA,-11.78,-20.4227,-18.3567,0.5214,-29.82,-29.81,NA,NA,0.4914,NA,7.22,-2.0704,-10.081,NA,-8.3925,2.509,NA,-17.2772,-24.9915,2.2173,NA,-5.157,NA,1.9672,NA,NA,NA,1.1204,NA,NA,NA,NA,-9.9003,NA,-26.19,-31.57,NA,0.59,-23.5,-5.86,-13.0098,-0.2198,-6.9956,-9.6861,-5.724,3.8226,NA,-30.5868,-19.7875,-14.4871,-35.5224,-2.3982,NA,NA,-35.7925,-9.9585,NA,-0.2355,-23.6571,NA,-24.8311,-22.5695,NA,-17.124,NA,NA
"56",3.633,-0.8391,NA,3.3948,NA,NA,-9.9956,-4.1466,NA,NA,NA,-3.4505,12.8115,6.4171,-5.2041,NA,NA,-4.874,NA,NA,0.75,-6.4708,-0.4049,-4.584,0.08,NA,NA,NA,NA,NA,-0.9783,4.6324,NA,0.2374,NA,NA,-2.2261,4.0055,-6.6191,NA,NA,5.1877,-2.1626,NA,NA,NA,13.7051,6.1854,-1.1039,-5.06,-4.9895,NA,-1.7535,-0.7054,NA,-2.1058,6.2692,NA,NA,NA,1.0224,-11.883,-6.7414,-7.76,NA,-4.97,-12.8503,NA,0.5505,-21.1452,0.3269,-13.9291,NA,NA,NA,-10.92,-0.6622,-7.5667,-0.4246,1.4576,1.0146,-1.7113,11.4726,NA,NA,-6.2802,0.5174,-11.298,3.4965,-12.7844,1.921,2.3358,0.9856,-0.6711,-9.65,NA,NA,NA,NA,13.215,NA,-5.0883,0.5286,NA,1.1053,NA,NA,0.4399,3.4646,NA,-8.3468,-1.0907,-1.0192,-2.7294,1.5577,0.4181,0.09,0.9278,-1.7801,NA,-6.2494,-7.9589,-0.1145,-6.018,-5.9909,NA,1.8817,NA,-1.21,-4.8473,2.0491,0.5009,-13.82,-13.82,NA,NA,1.7872,NA,5.54,-3.4791,-2.1278,NA,-1.2713,0.2936,NA,-7.397,-6.882,-0.471,NA,4.5302,NA,0.9646,NA,NA,NA,0.3854,NA,NA,NA,NA,10.9283,NA,-0.2,1.69,NA,0.07,-1.65,2.79,3.2843,-0.0612,-0.0551,3.2239,4.3029,1.8655,NA,-0.1772,6.0819,3.431,-7.2751,2.2857,NA,NA,-16.5294,-12.6143,NA,0.3547,-0.0666,NA,-8.2241,-10.3535,NA,-5.1995,NA,NA
"57",5.6473,7.7812,NA,0.885,NA,NA,6.7741,-3.2193,NA,NA,NA,12.8158,0.7832,8.2266,10.4869,NA,-0.0068,10.2663,NA,NA,2.42,-1.7422,-2.8862,25.7093,5.2336,NA,NA,NA,NA,NA,2.3789,1.5585,NA,0.0306,NA,NA,-10.6065,8.0607,3.7646,NA,NA,14.6097,5.5811,NA,NA,NA,1.2958,0.3334,-2.3872,-3.36,-6.2088,NA,6.4731,8.5942,NA,1.5627,11.7732,NA,NA,NA,1.0258,5.553,-3.0973,-4.17,NA,-0.1931,-1.4404,NA,6.8152,-20.4504,11.0045,1.2803,-1.8122,NA,NA,15.12,10.5831,14.1644,13.1528,8.3175,6.8268,-4.002,-21.1537,NA,NA,25.2755,2.2089,5.8528,2.7027,15.4983,7.3775,14.9073,1.3238,5.174,4.035,NA,NA,NA,NA,17.2474,NA,21.4038,8.2374,0.96,6.6892,13.81,NA,0.48,11.5263,NA,15.9929,3.0478,3.0469,15.0592,1.2041,1.4731,1.96,0.8407,5.3305,NA,9.631,10.1468,3.3322,3.7055,3.7797,NA,-0.1746,NA,-3.46,16.6201,15.9131,0.5165,15.93,15.8999,NA,NA,0.0415,NA,9.05,6.8869,10.056,NA,1.1548,1.0534,NA,-14.4002,9.2836,-2.8436,NA,2.2186,NA,0.3981,NA,NA,NA,0.4319,NA,NA,NA,NA,-3.8874,NA,-0.95,-0.76,NA,0.2,-1.24,5.47,4.3071,1.2919,2.0746,1.2663,1.3685,2.7791,NA,17.0892,1.9139,2.3788,-18.331,2.9609,NA,NA,-3.5168,5.4322,NA,-1.6556,28.3056,NA,2.6924,3.1575,NA,0.7155,NA,NA
"58",2.7502,0.2489,NA,-0.2375,NA,NA,-5.4751,4.6778,NA,NA,NA,1.3408,9.26,5.332,-3.7557,NA,0.1427,-3.6103,NA,NA,0.42,-1.8924,-2.3512,-1.2323,-3.4912,NA,NA,NA,NA,NA,3.7929,1.479,NA,1.4811,NA,NA,1.65,-2.7133,-7.8587,NA,NA,-2.6073,0.2617,NA,NA,NA,1.191,3.8808,-0.1526,5.88,0.2693,NA,-5.4321,-1.0903,NA,-2.1275,-6.8258,NA,NA,NA,0.3299,2.4977,-0.9807,-10.43,NA,-17.9601,-12.0904,NA,-2.2623,4.3189,1.7658,6.0241,NA,NA,NA,-2.87,2.4115,0.4165,2.1255,-3.3734,-4.8628,3.7041,-9.8283,NA,NA,-5.0151,0.3766,-6.4179,-2.6316,-3.9678,-5.7673,-4.0348,-0.6962,-3.3176,-2.58,NA,NA,NA,NA,9.5097,NA,-1.3632,2.767,-6.349,-1.3607,3.799,NA,0.38,-8.8001,NA,-1.418,-0.2993,-0.2529,1.6176,1.1383,1.9882,1.35,0.6431,-3.0364,NA,-4.0243,-2.4623,0.2868,-5.391,-5.3219,NA,-1.884,NA,2.49,-4.5876,-0.1414,0.5058,-13.42,-13.16,NA,NA,0.3983,NA,3.51,1.2601,3.3841,NA,0.311,1.0472,NA,-1.5176,-1.4625,-2.935,NA,-3.8743,NA,0.5551,NA,NA,NA,0.4778,NA,NA,-0.423,NA,3.7991,NA,3.89,4.12,NA,-5.5,1.05,-3.46,3.4333,0.8463,3.5568,6.4622,3.3751,-0.9065,NA,-4.5907,7.2795,5.3557,-10.4803,-0.8681,NA,NA,-6.8845,1.5718,NA,-1.4547,6.3723,NA,-6.7532,-6.277,NA,6.218,NA,NA
"59",9.9146,-0.9933,NA,5.3121,NA,NA,-7.0668,1.8868,NA,NA,NA,4.5798,6.4493,2.3597,-2.6433,NA,-0.2124,-2.6227,NA,NA,0.03,-5.5696,-5.432,-2.916,-2.5428,NA,NA,NA,NA,NA,-0.1361,1.4691,NA,0.6294,NA,NA,0.8756,-4.2585,-4.3918,NA,NA,1.0452,-1.74,NA,NA,NA,0.85,3.2276,-1.0132,-4.4,0.2682,NA,0.3709,-2.78,NA,-0.427,-2.849,NA,NA,NA,0.6051,-5.1873,-2.219,-13.31,NA,-6.3733,0.4071,NA,-3.4448,0.6525,-0.5514,-3.7817,-3.0243,NA,NA,1.34,0.4854,2.5185,-9.8358,-1.8726,-6.0893,2.6715,0.5416,NA,NA,-2.8056,0.543,-8.9179,-4.7297,-8.7524,-3.8318,0.7762,0.7683,-1.413,-6.01,NA,NA,NA,NA,NA,NA,-10.1119,1.2135,-5.2565,4.0707,-6.1417,NA,0.33,-10.7143,NA,-3.6164,-0.5607,-0.5459,-1.5316,-0.5458,-1.0521,-1.06,0.3796,-1.4614,NA,-3.8793,-5.9697,0.8185,-3.0147,-2.967,NA,0.0172,NA,0.89,0.7421,0.8851,0.4563,-14.55,-14.07,0.556,NA,1.576,NA,4.84,0.2328,1.9773,3.0123,15.3545,0.8592,NA,-13.4098,-7.8,-1.0332,NA,3.5156,NA,-0.6309,NA,NA,NA,1.1413,NA,NA,-0.1384,NA,2.9045,NA,1.08,-0.29,NA,4.43,-8.39,-1.4099,-2.3666,0.6893,0.9813,7.5537,2.1103,-0.0946,NA,5.1294,5.7116,4.4659,-23.9024,0.3831,NA,NA,-3.5722,0.8233,NA,-3.4624,3.3079,NA,1.4059,0.5362,NA,-4.3206,NA,NA
"60",-2.8238,2.3924,NA,-8.5859,NA,NA,2.5,-6.5302,NA,NA,NA,16.808,13.4159,13.859,9.0711,NA,2.6791,9.0824,NA,NA,3.61,-0.4969,4.0267,2.6859,0.6813,NA,NA,NA,NA,NA,4.6425,1.1324,NA,-1.1669,NA,NA,0.5942,2.7909,0.3312,NA,NA,11.2019,-2.8157,NA,NA,NA,-6.3216,1.0797,2.0284,9.14,-2.7234,NA,6.3285,-1.572,NA,6.3736,13.1216,NA,NA,NA,1.3638,7.0708,0.1167,-0.6,NA,14.4348,16.9885,NA,-1.9946,15.8603,10.7018,14.1917,0.3716,NA,NA,9.59,5.7587,9.104,8.843,10.0922,15.3783,-1.5679,-0.1148,NA,NA,NA,1.6843,9.51,-2.1277,7.9916,-3.7631,14.6983,0.4193,4.8029,7.41,NA,NA,NA,NA,-1.5604,NA,18.9018,0.6404,4.0076,1.1239,8.7535,NA,0.34,-3.7697,NA,5.9949,0.8601,0.6404,9.3693,-0.703,-1.5115,-2.01,0.4598,3.3898,NA,11.7966,4.2325,1.4997,4.6627,4.748,NA,0.3449,NA,0.07,1.8054,8.1998,0.5082,2.32,2.94,-0.8033,NA,-0.7019,NA,0.91,3.3125,4.2355,13.6324,-9.8543,-0.0293,NA,8.2544,8.791,-5.1008,NA,2.3226,NA,-1.5873,NA,NA,NA,1.0062,NA,NA,1.0093,NA,15.0353,NA,6.81,9.84,NA,-2.25,3,4.08,7.295,0.9406,5.0036,14.5674,6.6172,0.2447,NA,3.4758,16.6236,13.3233,20.5128,4.5802,NA,NA,-0.3797,1.0304,NA,1.2733,13.5673,NA,12.3092,6.0605,NA,-0.4305,NA,NA
"61",3.4471,10.9666,NA,6.2393,NA,NA,11.0603,3.9625,NA,NA,NA,8.7122,6.7386,1.5225,18.93,NA,2.2028,18.8219,NA,NA,9.6,3.6342,10.6307,11.0955,4.2268,7.9134,NA,NA,NA,NA,6.8092,0.7338,NA,0.0651,NA,NA,4.2281,5.8024,16.3402,NA,NA,20.1132,28.6808,NA,NA,NA,7.9363,7.2078,3.6942,29.69,0.6234,NA,8.02,9.7974,NA,13.1104,11.8316,NA,NA,NA,0.8548,24.0192,41.5197,10.0699,NA,20.2024,18.6512,NA,2.4842,25.707,12.1424,6.4429,3.7652,NA,NA,16.51,11.7948,7.7881,16.6642,10.9355,15.491,-2.771,9.6815,NA,NA,11.4419,2.19,30.9469,5.7971,17.8117,2.8177,16.732,2.2113,8.026,5.976,NA,NA,NA,NA,3.377,NA,14.6226,2.0401,6.1071,4.9472,27.1718,NA,0.3299,27.8158,NA,22.2814,6.3111,4.1812,8.7234,-0.1366,-1.45,-1.45,0.5118,27.7664,NA,14.9767,17.303,5.1493,14.2134,14.3171,NA,3.0704,NA,3.05,35.7725,10.9838,0.4874,15.53,15.95,0.7686,NA,2.0058,NA,3.97,4.3199,10.5453,25.791,4.5056,0.4941,NA,17.5586,12.0894,3.6686,NA,5.4233,NA,1.2903,NA,NA,NA,1.201,NA,NA,4.2703,NA,15.3783,NA,24.7,30.29,NA,3.46,26.5,13.9,2.1831,0.0649,2.9438,7.6055,2.9555,-0.3937,NA,3.1713,6.9457,5.5403,31.9149,4.2753,NA,NA,31.1,0.2218,NA,2.792,24.6033,NA,11.0599,10.2459,NA,0.3592,NA,NA
"62",4.2193,12.0564,NA,4.545,NA,NA,43.4497,8.5256,NA,NA,NA,11.0795,2.7814,8.9097,15.1029,NA,1.6647,15.0169,NA,NA,4.6,7.0759,18.8968,8.0506,4.9619,23.3767,NA,NA,NA,NA,13.7774,3.5993,NA,-1.6146,NA,NA,3.5216,29.342,18.4493,NA,NA,20.4755,18.0969,NA,NA,NA,1.8061,14.4262,4.1894,23.55,2.1175,NA,18.8582,37.0373,NA,23.1978,22.5246,NA,NA,NA,1.1541,22.0234,22.5515,10.55,21.8224,23.4104,25.1712,NA,14.2831,11.9989,17.7909,4.6989,NA,NA,NA,26.21,30.2786,26.6405,20.7614,19.4444,15.8604,0.2644,15.9164,NA,NA,19.0738,2.6135,27.1275,13.0137,44.7738,12.9754,28.4276,12.9805,10.2554,17.857,NA,NA,NA,NA,0.4,NA,27.0973,2.1826,12.0676,9.3283,18.9693,NA,0.33,79.0401,NA,24.7853,5.0633,3.371,1.4729,2.9116,4.1134,4.2599,0.7023,18.6848,NA,19.5875,35.5205,4.1528,16.3309,16.5533,NA,4.7241,NA,4.57,9.0302,10.8514,0.5027,56.2,55.89,1.9261,NA,4.4112,NA,8.27,8.4402,11.8608,8.6913,6.1488,0.1899,NA,21.3032,35.4274,13.8303,NA,8.8428,NA,11.3057,NA,NA,NA,1.3615,NA,NA,6.4336,NA,4.0515,NA,19.33,24.17,NA,13.97,21.2,18.8,3.1569,0.2652,1.6067,3.9706,3.2084,0.2293,NA,14.6815,5.6659,4.9392,29.0323,11.15,NA,NA,22.6593,2.8124,NA,4.3978,23.8765,NA,26.9788,20.1631,NA,NA,NA,NA
"63",5.7617,4.4249,NA,-4.3212,NA,NA,-0.0319,-2.097,NA,NA,NA,3.4201,8.586,6.2345,2.2685,NA,0.2138,2.5633,NA,NA,2.7,2.4417,-3.4454,8.8566,1.1661,-0.2704,NA,NA,NA,NA,2.7449,1.2293,NA,0.1614,NA,NA,-3.9247,11.4045,0.4687,NA,NA,0.7693,4.4484,NA,NA,NA,-4.3355,3.1724,0.3207,0.65,3.2069,NA,4.4899,2.4956,NA,3.0703,1.8332,NA,NA,NA,0.6094,1.5454,4.1304,7.98,-4.9484,-3.66,-4.4709,NA,1.9171,-4.5217,1.2338,-1.8409,17.0075,NA,NA,23.3,8.7316,28.7017,-4.9716,1.0439,-1.3766,0.3233,7.816,NA,NA,NA,1.4129,5.2733,0,-5.5071,-2.6733,2.6876,2.5066,0.8543,-1.889,NA,NA,NA,NA,-0.1992,NA,7.6758,0.9802,4.6845,2.1438,2.2332,NA,0.25,-5.8229,NA,2.0488,1.401,0.9041,-2.1112,4.2733,2.517,3.55,0.759,4.2568,NA,-0.028,-8.3683,-2.9059,-0.7983,-0.7156,NA,1.6717,NA,0.66,4.179,-0.9315,0.4822,-3.19,-2.4,-1.3632,NA,0.5334,NA,2.59,3.1152,5.9829,7.057,0.7058,2.6901,NA,11.479,-0.8711,3.1088,NA,2.5509,NA,-1.5021,NA,NA,NA,0.5083,NA,NA,2.7398,NA,8.2637,NA,3.83,3.34,NA,-0.12,1.54,2.03,11.6603,0.5996,6.8901,7.8006,8.6469,0.5364,NA,18.9914,7.3357,5.5938,-11.25,2.2492,NA,NA,5.078,3.8599,NA,4.0419,5.1816,NA,-0.2387,1.2193,NA,8.9205,NA,NA
"64",6.17,5.9643,NA,-2.6824,NA,NA,7.6465,9.1276,NA,NA,NA,13.3136,13.0414,15.8016,9.5605,NA,1.7185,10.1324,NA,NA,3.54,10.6077,8.7085,11.8704,7.1175,5.3547,NA,NA,NA,NA,4.6872,-0.8214,NA,0.1538,NA,NA,4.2131,0.1222,4.3798,NA,NA,4.9762,6.7271,NA,NA,NA,-2.2495,13.36,6.2048,18.58,1.4513,NA,1.6675,9.9474,NA,0.6761,14.369,NA,NA,NA,1.837,12.617,18.5031,-3.2,4.0689,5.6518,6.5923,NA,12.8792,1.9834,14.8162,-1.2089,6.2287,NA,NA,13.7,10.7299,7.6448,-5.7929,11.1827,6.827,-1.5288,-4.1385,NA,NA,25.0183,3.3207,16.7795,3.0303,7.0785,8.3927,14.6129,5.6041,10.4628,9.724,NA,NA,NA,NA,-0.5988,NA,16.7534,1.6263,6.4235,12.2183,13.6165,NA,0.3101,17.1517,-0.439,13.083,4.2103,2.8385,5.5371,0.9612,5.1318,4.75,0.7497,11.4064,NA,13.8702,13.0019,5.0139,11.7494,11.843,NA,4.2645,NA,8.93,5.5445,1.6321,0.4974,-0.78,-1.16,3.7217,NA,1.6327,NA,3.7,2.7517,4.8218,8.3594,6.1652,1.6757,NA,9.813,10.8376,17.4484,NA,6.6222,NA,11.2564,NA,NA,1.09,1.183,NA,NA,5.4048,NA,12.2096,NA,9.79,16.37,NA,7.32,14.74,12.15,11.0362,3.6228,7.714,20.5005,11.5729,2.3929,NA,9.4991,5.4882,6.6701,7.3944,5.9833,NA,NA,16.6224,1.588,NA,7.4228,17.0433,NA,14.7213,12.9935,NA,3.9338,NA,NA
