,1,2,3,4,5,6,7,,,
8/4/2009,-1.274156833,0.695521385,0.279911563,-1.531567221,-0.14867916,-0.072791927,-0.037177202,-1.247021028,,
8/5/2009,-0.974474352,-0.227079067,0.117539032,-0.398987131,-1.232144419,-0.441029009,-0.407186664,-0.625015905,,
8/6/2009,1.654475842,0.176405719,1.046256162,0.405365791,0.116339853,0.823785316,0.093100584,1.568124061,,
8/7/2009,-1.765774429,-0.01762536,-0.05508436,-2.098157145,-1.232176736,3.529527353,-1.697406968,-0.292379271,,
8/10/2009,1.81204911,0.376527576,0.724337925,0.625282244,1.51503918,-0.697193935,1.509568243,0.491784021,,
8/11/2009,0.104850596,-0.237967573,0.008621413,1.695631043,0.927753637,-1.897967029,1.234068461,-0.975421121,,
8/12/2009,-1.614604294,-0.604595255,-0.370850128,0.989567209,-1.429696526,0.087311152,-1.351074319,-0.442906434,,
8/13/2009,1.549868944,-0.245290178,-0.028660953,3.552876761,1.088128019,-0.96936917,1.305122606,0.40770054,,
8/14/2009,0.899431669,-0.654700895,-0.536326197,3.616256227,-0.632467194,-0.921338246,0.907532345,0.103612092,,
8/17/2009,-1.535255554,-0.848719736,-0.539211818,1.997623063,0.076786809,-0.729214551,-1.652961577,-0.100577665,,
8/18/2009,-0.081970567,0.02693843,-0.406614284,-2.486265291,-0.469672626,0.295445155,-0.336061394,0.205529234,,
8/19/2009,0.843917488,0.265226953,-0.325093938,-2.065068439,0.651461549,-1.033410401,0.20274414,0.662053013,,
8/20/2009,0.489612866,0.499265849,0.165559465,-3.295557121,0.285554383,0.199383308,1.012876773,-0.397974348,,
8/21/2009,-2.207004018,-0.976304386,-0.620044603,-2.491090308,-2.701175694,0.295445155,-1.282857282,-1.094731382,,
8/24/2009,1.677057882,0.575608609,0.177213731,3.155826749,1.531527295,0.295445155,1.913591389,0.00484015,,
8/25/2009,-0.453272817,0.199383148,-0.296597832,2.965144153,0.492678473,-0.633152704,-0.228377734,-0.259578405,,
8/26/2009,0.560047322,-0.310232151,-0.328385165,-0.114714811,-0.419004381,0.10332146,0.799327101,-0.141512501,,
8/27/2009,-0.623249099,-0.333161437,-0.352852666,0.193216375,-0.590568526,-1.27356502,-0.386181001,-0.292089105,,
8/28/2009,-0.006666553,-0.170938147,-0.19218415,1.638618639,0.431470139,0.135342076,0.433861754,-0.389862204,,
8/31/2009,-0.510235034,-0.136743328,-0.188277346,2.32302826,0.420266518,-0.825276399,0.310830842,-0.786255997,,
9/1/2009,0.547167739,-0.409641202,-0.284716973,0.347388763,-0.05866093,-0.344967161,0.002407962,0.539820116,,
9/2/2009,-0.823676918,1.019131193,-0.680701726,1.307179044,1.470351181,-1.209523788,-0.772754747,-0.155764803,,
9/3/2009,-1.547151449,-0.061358403,0.140043773,-3.747579048,-0.725515463,0.727723469,-0.958202035,-0.717692493,,
9/4/2009,-0.166677654,0.834248299,0.421050982,-3.715399932,-0.447603904,0.631661621,-0.960193542,0.664516145,,
9/7/2009,0.74798048,1.035827916,0.811862276,-0.064076316,1.03607472,0.119331768,0.766261753,0.075224542,,
9/8/2009,0.42786663,-0.888817931,-0.694105445,-2.906701494,-1.39080021,-1.305585636,0.761354109,-0.240614162,,
9/9/2009,-0.951611259,0.724820271,0.557498793,-0.705138595,0.079224717,-0.50507024,-0.376397325,-0.628974021,,
9/10/2009,1.402951271,0.61132194,-0.242760677,0.858065103,1.378900608,-0.553101164,1.648602341,-0.038429201,,
9/11/2009,-0.196750381,-0.230740563,-0.523287612,-2.196053012,-0.63335962,-1.785894873,0.469384875,-0.610890933,,
9/14/2009,-2.068603488,-0.30171731,-0.305833352,-1.540685563,-1.220645963,0.391507003,-1.710130489,-0.584124617,,
9/15/2009,-0.113033091,0.7225859,0.729492875,-0.444305228,0.307650248,0.183373,-0.189108682,0.046453265,,
9/16/2009,0.053869932,0.287967759,-0.150288902,-2.007241851,0.096737428,-0.216884698,-0.056483762,0.097824066,,
9/17/2009,0.536127224,0.308643383,0.809381018,2.903713722,1.637027788,0.247414231,0.285865872,0.281853745,,
9/18/2009,0.368912599,-0.560954355,0.340456602,0.335154108,-0.952959763,0.359486387,-0.040330423,0.398795237,,
9/24/2009,0.501465993,-0.425269025,-0.810847241,1.639080125,-0.244978601,-0.024761003,0.950341855,-0.331645804,,
9/25/2009,-0.50736951,0.084124043,-0.423700348,0.096102924,0.450790917,-2.890606119,-1.126792634,0.468952089,,
9/28/2009,-2.267070043,-1.410463943,0.10363396,-0.109096765,-0.425332534,-0.024761003,-1.403469935,-1.049729313,,
9/29/2009,-0.342641597,-0.099089918,0.171791217,0.462835381,-0.124725253,0.807775008,-0.598900878,0.173822936,,
9/30/2009,0.935015488,-0.855288488,0.440583071,-0.698037575,0.197103319,-0.681183627,0.946793494,0.10499474,,
10/1/2009,-1.064637543,0.223697628,-0.320274581,1.52472532,1.544785601,-0.184864082,-1.234010027,0.005083272,,
10/2/2009,-2.061051702,-0.947959177,-1.060450465,-0.658145594,-1.826430429,0.343476079,-1.890796578,-0.419190987,,
10/5/2009,-0.971266676,0.334487838,0.303135787,0.557009013,0.29742393,-0.489059932,-0.675155071,-0.38837559,,
10/6/2009,1.71618542,-0.617881547,-0.253844065,-1.804135951,-1.074351931,-1.27356502,1.131687585,0.72509973,,
10/7/2009,1.05987046,0.416789488,0.98017146,0.294206934,1.622674189,-0.409008393,1.24079375,-0.026259792,,
10/8/2009,1.047601863,-0.500886111,0.434189716,-1.302740612,-0.834095811,-0.409008393,0.583983491,0.533632164,,
10/9/2009,-0.010198051,0.365927555,0.766785249,-2.510007292,-0.983092475,2.520877955,-0.404428584,0.336857776,,
10/13/2009,1.315506967,0.527890757,0.227792011,-0.781419338,0.895595715,-0.216884698,0.351206287,1.004314146,,
10/14/2009,-0.790439284,0.524441441,-0.082066583,-0.507863062,-0.807034683,-0.473049625,-0.371995461,-0.471636599,,
10/15/2009,0.045731599,0.350134178,0.623715875,-1.006612833,-0.008864101,1.976527486,-0.263395076,0.269930318,,
10/16/2009,-0.343735262,0.685975081,0.277255956,-1.406182802,1.035097993,0.56762039,-0.500487213,0.086999158,,
10/19/2009,0.214510348,0.177837591,0.271316509,-1.721598877,0.60406303,-0.601132088,0.549400804,-0.26933368,,
10/20/2009,-0.468474147,0.192387256,0.408048784,1.257100756,1.045593696,0.391507003,0.502157819,-0.911163866,,
10/21/2009,-0.064942389,-0.123725152,-0.0039032,1.236826505,-0.629936202,0.327465771,-0.12492998,0.038636615,,
10/22/2009,0.112170208,0.061161495,0.635621681,0.391707371,0.15006941,0.56762039,-0.79285949,0.797595967,,
10/23/2009,-0.774443673,-0.572109194,0.562943741,-0.866695048,-0.973247243,1.320104862,-1.091214193,0.170884835,,
10/26/2009,1.221910034,0.559707905,1.12531792,-1.814521388,0.358989942,0.215393616,0.537333216,0.748578323,,
10/27/2009,-0.816106803,0.360029718,0.223264361,0.321755307,1.457769629,-0.681183627,-1.034274463,0.079620368,,
10/28/2009,0.970794823,1.14026248,0.210441097,0.1705143,0.98001373,-1.817915489,0.371635045,0.641806103,,
10/29/2009,-1.56099639,0.065578072,-0.639105175,-1.638669477,-1.462102597,1.143991475,-1.343440207,-0.395948757,,
10/30/2009,2.047168709,0.165586431,0.077337537,1.142639156,1.386060068,-2.314235034,2.457952596,-0.099252956,,
11/2/2009,-1.794991776,-0.614058235,-0.613622017,-1.249643123,-1.285957501,0.199383308,-1.557226963,-0.443710223,,
11/4/2009,0.138460931,-0.135109527,0.873869583,-0.961060763,0.097148945,0.679692545,-0.46403156,0.537438104,,
11/5/2009,-0.540833209,0.885812138,0.679455035,-0.775040916,1.234192996,-0.040771311,-0.313633225,-0.272871034,,
11/6/2009,0.063444081,0.550637051,0.047109889,0.473288933,0.44001197,-1.481699023,0.557137653,-0.427139671,,
11/9/2009,-0.171003434,0.738092593,0.299194284,-2.290130645,0.856384159,0.087311152,-0.48438129,0.245700795,,
11/10/2009,-0.375799803,0.251910259,-0.350726058,0.614909698,0.080750434,-0.216884698,0.347428745,-0.683701931,,
11/11/2009,-0.078628474,-0.845802329,-0.898840404,0.437860283,-1.253478272,0.10332146,-0.144015261,0.0415761,,
11/12/2009,0.428221002,-1.598776912,-1.107988452,1.329800221,-1.205582017,0.887826548,-0.910216186,1.215878525,,
11/13/2009,0.407875171,-0.684319105,-1.136392345,0.867126079,-0.769674972,-1.27356502,0.651078329,-0.164542183,,
11/16/2009,0.105516571,0.146350455,-0.422789394,-0.54987603,0.853082341,-1.081441325,-0.369434951,0.422088745,,
11/17/2009,-0.042128175,-0.563027045,-1.270825774,0.495118048,-0.783737409,0.327465771,-0.321433296,0.232628798,,
11/18/2009,-0.657708704,0.063321431,0.008465812,-1.978083019,-0.687289066,0.119331768,-0.796392045,0.030794334,,
11/19/2009,-1.073099698,0.17880497,0.585665547,0.281697107,0.383733644,-0.617142396,-0.691158256,-0.476267918,,
11/20/2009,-0.769849059,-0.281073887,0.463500257,-0.966926918,-0.120956289,-0.168853774,0.007125938,-0.781306606,,
11/24/2009,-0.431485059,-0.751945448,0.682982297,-0.253540481,0.086650019,-0.857297014,-0.557340012,0.048774972,,
11/25/2009,1.687126929,0.643573129,0.088502655,-0.178076295,0.590205092,-2.090090724,1.14189011,0.687153617,,
11/26/2009,0.052244709,-0.584383701,-0.460134544,0.085546983,-0.481840457,-1.401647483,0.676122327,-0.541988972,,
11/27/2009,-1.962340818,-0.300592575,-1.223702729,1.000278035,-0.317817497,-0.12082285,-2.023587458,-0.204803312,,
11/30/2009,2.340863529,0.431026513,0.126157997,-0.035304376,0.448984574,-0.232895006,3.239808984,-0.486648873,,
12/1/2009,1.553828132,1.227157522,-2.695950624,-1.962923623,-3.248319798,0.48756885,1.353590526,0.369438354,,
12/2/2009,0.310856717,1.604899274,0.780229096,-0.111582834,1.565223162,1.304094554,-0.478857228,0.722748825,,
12/3/2009,2.585196796,0.890270596,0.072940255,0.211028313,-0.35882652,1.592280096,1.772692229,1.035719141,,
12/4/2009,-0.851537876,0.599330531,0.478867833,-0.24743852,-0.241322106,4.16993967,-1.497047082,0.447319778,,
12/7/2009,0.886827029,-0.185054142,0.459987452,0.429184686,0.388567567,-1.865946413,1.350461014,-0.294836569,,
12/8/2009,0.525208906,-1.135023838,-0.252511864,1.354646064,0.059402978,-1.945997952,0.769881239,-0.150700039,,
12/9/2009,-0.602939927,-0.836138227,-0.608947802,0.640814822,-1.636840701,-1.017400094,-0.679762408,-0.016035298,,
12/10/2009,-1.534760655,0.614796421,0.35612782,-0.562114396,-0.544639013,0.599641006,-1.311623503,-0.39742919,,
12/11/2009,0.921317184,1.5353091,0.561769282,-1.442681926,0.663578765,1.624300712,0.356548585,0.605470581,,
12/14/2009,0.360902573,1.172258463,1.06090884,-1.585157099,0.702359836,-0.873307322,0.304714069,0.090210054,,
12/15/2009,-1.014658895,-0.598928923,-0.261415182,-0.94569888,-1.054087251,1.784403791,-1.207962373,0.032371287,,
12/16/2009,0.699028288,-0.693047238,-0.342954768,-1.939251248,-0.921517647,0.295445155,1.329558087,-0.464426352,,
12/17/2009,-0.377779397,-0.313778071,0.447611935,1.764340802,1.0334167,0.327465771,-0.586667332,0.128028249,,
12/18/2009,-0.57808502,-0.212199053,-1.79859557,-0.058127024,-1.332933005,0.935857472,-0.653517183,-0.014043131,,
12/21/2009,-0.596371828,-0.23645869,-1.509688257,-0.856480015,-1.933019928,1.17601209,-0.558146098,-0.115409599,,
12/22/2009,0.916600373,0.929839239,0.886641438,-1.293436787,0.286467596,1.160001782,0.381766445,0.578785987,,
12/24/2009,1.18826915,0.284449243,0.408056116,-0.454030547,-0.245912828,-0.184864082,0.960275684,0.346503796,,
12/25/2009,-0.35684702,0.449998765,0.226675431,0.138346114,0.349860932,-0.425018701,-0.175650201,-0.209084617,,
12/28/2009,0.330732089,0.952098518,0.784266633,-0.890461153,0.619815701,0.56762039,0.278516261,0.082861004,,
12/29/2009,-0.010161392,0.702775782,-0.379768357,-0.613156539,0.306691339,0.631661621,-0.360465264,0.298597109,,
12/30/2009,-0.580522854,0.589535585,-0.563421507,0.561411884,-0.192713302,0.759744085,-1.002196966,0.287260967,,
1/4/2010,0.326607934,0.40132099,0.924484113,0.46925448,1.351000476,-0.921338246,0.418901739,-0.043555748,,
1/5/2010,-0.200312429,0.221202832,-0.854717039,0.203437305,0.793752325,-1.369626868,1.284124845,-1.324189264,,
1/6/2010,-0.054573958,-0.228733438,0.441305858,-0.547746742,-0.455980195,1.031919319,0.155335196,-0.195139554,,
1/7/2010,-1.208549165,0.315965955,0.31745702,-0.97320222,0.278779042,1.816424407,-0.524148219,-0.757203169,,
1/8/2010,1.959699966,-0.36549733,0.945309638,-0.097585246,0.424064444,-1.225534096,1.258409109,0.858224623,,
1/12/2010,3.108854494,-0.130712947,0.535435607,0.482664788,1.005733042,-1.945997952,2.632083064,0.810744296,,
1/13/2010,-1.08166572,-0.240559479,-0.035697697,-0.73225172,-1.632281082,0.679692545,-1.341551436,0.081736566,,
1/14/2010,1.337771293,0.35803749,0.294126714,0.982975209,0.742093462,-0.296936238,1.494402755,0.030717165,,
1/15/2010,0.855501781,-0.154112264,-0.429471648,0.960829723,0.358419592,-0.777245475,0.820846446,0.135196025,,
1/18/2010,-0.473942471,-0.135020362,0.033077022,-0.027961121,-0.150804383,0.023269921,-0.670966583,0.105299939,,
1/19/2010,-1.069769825,0.352148238,0.017119717,-0.719552271,0.142344133,0.631661621,-0.969147424,-0.230776121,,
1/20/2010,-0.713088467,0.15616087,0.345246595,-0.05993709,0.635144465,0.151352384,-0.573596088,-0.218667444,,
1/21/2010,1.636311231,0.348702306,0.36651875,1.534463265,1.026462184,-1.433668099,1.619907246,0.219927631,,
1/22/2010,-1.385594554,-0.579545557,-0.5286771,0.687022997,-0.838428707,-1.081441325,-0.909346877,-0.598694302,,
1/25/2010,-1.155503368,0.512814805,0.460229504,-0.824535557,0.277835651,0.807775008,-0.767033114,-0.492575482,,
1/26/2010,-1.116119216,-0.613574133,-0.094947902,-0.097312152,-0.541942511,-1.129472249,-1.061799942,-0.19641405,,
1/27/2010,-1.790598787,-0.211186796,-0.282588502,0.054550405,-0.642602089,0.631661621,-0.585260632,-1.286016546,,
1/28/2010,-0.51258122,0.508377725,0.402619575,0.434555795,0.294421162,-0.168853774,0.296771747,-0.776355024,,
1/29/2010,-1.484531503,-0.136334032,-0.076714081,0.392795563,0.772268324,0.615651313,-1.811483999,0.088238438,,
2/1/2010,-1.135139208,0.426878373,0.410877091,-1.432105649,-0.252848567,0.599641006,-0.45356034,-0.745283724,,
2/2/2010,2.319717306,0.596022715,0.902839523,-0.678087857,0.602054649,-0.409008393,1.508920213,1.00001673,,
2/3/2010,-1.659206266,0.225291366,0.246317494,-0.97007623,-0.425365363,1.047929627,-0.403748942,-1.312742488,,
2/4/2010,0.380784055,0.603195707,0.812577628,0.968994116,1.770102921,-3.386925665,1.352571064,-0.80271765,,
2/5/2010,-0.98797103,-0.228560529,-0.473355374,2.101931685,0.128856839,0.327465771,-1.873117997,0.638489519,,
2/8/2010,-0.997343554,-0.081028066,-0.382095901,0.662147061,-0.204312475,0.007259613,-0.837162631,-0.273324444,,
2/9/2010,0.898008071,-0.748978417,0.074352292,-2.129655009,-1.568255541,0.775754393,-0.312447804,1.164937602,,
2/10/2010,-0.365773524,-0.324977349,0.285580771,-0.551602812,-0.844303352,0.423527619,-0.248024115,-0.154964758,,
2/12/2010,0.466529818,0.02693843,0.761886201,-0.27307961,0.262412878,0.327465771,0.776298319,-0.214969173,,
2/15/2010,-1.229072182,-0.134589621,0.080318644,-0.316618925,-0.128724739,0.10332146,-0.812102827,-0.526883168,,
2/16/2010,0.158128568,0.02693843,-0.138450909,-0.163071213,0.389149159,0.199383308,-0.109780298,0.248510381,,
2/17/2010,0.565650063,0.40758237,0.077337537,-1.211079861,-0.782478396,1.976527486,1.214335149,-0.497431572,,
2/18/2010,-0.548696597,-0.078085831,-0.138665418,-0.965750417,-0.956894235,0.95186778,-0.440441679,-0.170269042,,
2/19/2010,-1.413712126,0.514537771,0.356379193,1.644228336,0.807496615,-0.521080548,-1.89066223,0.228031556,,
2/22/2010,1.687420203,0.380577175,0.557733449,0.237581793,0.116240797,-0.681183627,2.442107467,-0.445198454,,
2/23/2010,-0.109544361,-0.323685125,0.218954239,0.648284013,0.872951373,-1.625791794,0.554166197,-0.597539619,,
2/24/2010,-0.767521203,-0.326700315,-0.200061096,0.054641066,-0.426045818,-0.136833158,-0.921043033,0.029567804,,
2/25/2010,0.286631126,-0.750980661,-0.249945142,1.13299793,-0.11586256,-1.913977337,0.658712441,-0.292436456,,
2/26/2010,0.701099531,-0.422136357,0.38108553,-0.082431296,0.245848188,-0.20087439,0.284909632,0.447659052,,
3/1/2010,-0.34991844,0.356886394,0.395499413,0.301584235,0.384687189,0.279434847,0.09908301,-0.441481631,,
3/2/2010,0.325013261,-0.333592179,-0.184394591,-0.489978462,-0.305750382,-0.50507024,0.458921557,-0.080012486,,
3/3/2010,1.378982293,1.216215622,0.132555723,-0.27834501,1.051513396,-0.697193935,0.78851606,0.686840184,,
3/4/2010,-1.315654996,0.65017681,-0.320226141,-0.733319478,0.021956986,0.983888395,-1.34800803,-0.146628241,,
3/5/2010,-0.27311751,-0.157741188,-0.413898007,-1.070410265,-1.514279985,2.264713028,-0.009730751,-0.269890858,,
3/8/2010,2.081579436,0.449433948,0.464488721,-0.722108299,-0.062929803,0.039280229,1.433416787,0.827651404,,
3/9/2010,0.160456424,-0.36331334,-0.302485584,0.216169056,-0.210621341,-0.617142396,0.110794971,0.058690709,,
3/10/2010,-0.834057569,-0.071270625,-0.11000431,0.236013009,-0.318345283,0.967878088,-0.722121457,-0.210253125,,
3/11/2010,0.304581892,0.52013741,0.209888662,-0.43272684,0.441948789,-0.024761003,0.6464947,-0.263842572,,
3/12/2010,0.570965641,0.807011228,1.685203867,-0.624795283,1.084840441,0.087311152,0.590250417,0.051536697,,
3/15/2010,0.313160134,0.02693843,-0.029794193,0.020364314,0.075035071,-0.056781619,0.127288131,0.197026898,,
3/16/2010,-0.102689099,0.058813298,-0.273459849,0.02075141,0.54923637,-0.392998085,-0.162855555,0.033927632,,
3/17/2010,0.868644088,0.186312773,0.238657945,-0.651351137,0.320184988,-0.008750695,1.150638519,-0.138950138,,
3/18/2010,-0.926652484,0.630837968,0.723407945,0.797120803,0.16682327,0.135342076,-0.648396163,-0.367071618,,
3/19/2010,0.932369919,-0.098407337,-0.027499462,1.477382702,-0.262166524,0.279434847,0.544137534,0.453110831,,
3/23/2010,0.259937151,-0.444723477,-0.44697766,-0.013951287,-0.758056896,0.455548234,-0.172323119,0.404801266,,
3/24/2010,-0.715886783,-0.259073905,-0.257980677,-0.850689976,-2.132112313,3.353413966,-1.06514283,0.206730439,,
3/25/2010,-0.49956722,0.188259871,0.956613209,0.402206981,0.479427416,0.743733777,-0.709785174,0.113490841,,
3/26/2010,0.779953373,-0.574895437,0.755534191,0.107724781,0.841761813,-0.376987777,1.428769936,-0.469926694,,
3/29/2010,-0.093408223,0.143585724,0.51229748,0.170435672,0.541001253,-0.104812543,-0.11581014,0.002226306,,
3/30/2010,0.563768227,-0.217722724,-0.193346818,0.007265455,-0.151011307,0.535599774,0.911191345,-0.235238778,,
3/31/2010,-0.63229169,-0.465822352,0.224479864,-0.799413639,0.340726141,1.192022398,-0.627927891,-0.090541145,,
4/1/2010,-0.381115381,-0.683587624,-0.89526421,-0.636961995,-1.554475996,0.583630698,0.207414699,-0.567048473,,
4/2/2010,0.213862703,0.108562263,-0.175072685,-0.020589469,-0.794857176,1.336115169,-0.36493035,0.52651083,,
4/5/2010,0.776043063,0.847931667,0.650934332,-0.446320083,0.403925803,-0.409008393,0.806771546,0.067998234,,
4/6/2010,-0.560085375,0.820215661,0.140046631,-0.3958335,0.840019624,-0.985379478,-0.161796579,-0.424391139,,
4/7/2010,0.082946751,0.30957777,0.306080952,-0.651451413,1.053864226,-0.745224859,0.659565945,-0.496864334,,
4/8/2010,-1.010840233,-0.292237682,-0.063738908,-0.195755795,-0.87211276,0.023269921,-0.58168066,-0.509376577,,
4/9/2010,0.206310917,0.113448197,-0.026661139,-0.030303607,0.092255788,-0.344967161,0.326557429,-0.083409791,,
4/12/2010,0.142163506,0.491708473,0.411821463,-0.17582006,0.907467434,0.087311152,0.335037142,-0.154944049,,
4/13/2010,-0.40412511,-0.586006679,-0.82344775,0.602547068,-0.373821201,-0.072791927,-0.444337763,-0.022303598,,
4/14/2010,0.395857078,-0.28405691,-0.053281541,-0.095081228,-0.716377287,0.039280229,0.264338624,0.160336416,,
4/15/2010,-0.14473715,-0.565274378,-0.090330159,-0.430326764,0.143631568,-0.344967161,0.579905642,-0.655154553,,
4/16/2010,0.107373968,-0.601944113,-0.53137691,0.775517156,0.127231907,-1.481699023,0.123044323,-0.005062402,,
4/19/2010,-1.326469447,-0.560158892,-0.952513415,0.356024281,-1.292811045,0.391507003,-1.732448018,0.177450671,,
4/20/2010,-0.39459984,0.406783136,0.097172678,-0.666796214,0.283906491,1.416166709,-0.735959274,0.241259003,,
4/21/2010,0.732113176,0.350856014,0.265611982,0.099813227,1.023326671,-0.056781619,1.156842223,-0.280885221,,
4/22/2010,-0.66787551,-0.583852971,-0.47510204,0.321872553,-1.001535738,0.503579158,-0.67031065,-0.089204497,,
4/23/2010,-0.664777811,-0.005797922,-0.021192413,-0.679998327,-0.422045629,0.807775008,-0.819618397,0.043958167,,
4/26/2010,1.850816166,0.005102132,0.607434167,-0.055695497,0.379765196,-0.024761003,1.530352628,0.512445385,,
4/27/2010,0.950510091,-0.458937946,-0.213481588,-1.688699197,0.794362913,-1.177503173,0.957596632,0.111078513,,
4/28/2010,-1.441316469,-0.981502876,-1.020641784,-1.19440053,-1.577171209,1.288084246,-2.45633731,0.693198088,,
4/30/2010,0.345603486,0.060536264,0.252884313,0.773750302,0.827720868,-0.312946545,0.768845971,-0.329403616,,
5/6/2010,-0.997997309,-0.340484042,-0.170435413,2.189629807,1.325006992,-5.516296617,-0.966199676,-0.161571447,,
5/7/2010,-1.131919312,0.195358344,0.088910958,0.899264225,-0.202684605,1.784403791,-1.618307765,0.272570948,,
5/10/2010,-0.351806386,1.033150498,1.09311441,-2.468382775,-0.360044916,2.985176884,-0.27961954,-0.113474212,,
5/11/2010,-0.729493439,0.223787281,-0.242385464,-0.384778503,0.40673854,-1.129472249,-0.914847231,0.062198281,,
5/12/2010,0.868607429,-0.143704476,-0.409875214,-1.681411017,-0.965049934,1.015909011,-0.039453211,0.89772591,,
5/13/2010,1.064727798,0.495876611,0.25908603,0.620359583,0.824023784,-0.857297014,1.563291531,-0.30233672,,
5/14/2010,-0.803563262,-0.333161437,-0.240473906,1.310261206,0.497247801,-0.489059932,-0.411778195,-0.45010504,,
5/17/2010,-0.581469882,-0.467983517,-0.36087957,0.810144009,-0.88054107,0.199383308,-1.368460496,0.605373426,,
5/18/2010,-0.423969933,0.179552426,0.490024106,1.068159579,2.167960731,-0.633152704,-0.923998683,0.3756938,,
5/19/2010,0.368069438,-0.388082262,-0.363641798,0.786738302,-0.588297785,-0.905327938,0.544011089,-0.111079502,,
5/20/2010,-0.171883254,-0.463958376,-0.661005843,3.24559944,0.907938381,-3.531018436,0.774986453,-0.852239453,,
5/21/2010,-1.773002393,-0.654063831,0.20200078,-0.795291644,-0.991424251,0.551610082,-2.054179227,0.011184215,,
5/24/2010,-0.387396316,0.16059795,1.051777679,-0.172639806,1.049609915,0.503579158,-0.564073204,0.098729134,,
5/25/2010,-1.041059597,-1.016384098,-0.667262726,0.484928242,-0.821936887,-0.12082285,-1.305380284,0.090833277,,
5/26/2010,-0.942128757,-0.184555631,1.223478663,-2.9008524,-0.598425239,-0.553101164,-0.415318653,-0.585586372,,
5/27/2010,0.45690068,1.357854759,1.656060218,-2.386336393,-0.781328785,1.992537794,0.509594361,0.007732841,,
5/28/2010,0.557383424,0.250854725,-0.050743691,0.004774451,0.982412682,0.023269921,0.741494353,-0.093797137,,
5/31/2010,-0.440179389,-0.203020803,0.026121839,-0.095525206,0.309445957,0.359486387,-0.154620829,-0.310736092,,
6/1/2010,-0.343179265,-0.009671296,-0.342004276,1.032488945,-0.041932265,-0.569111472,-0.071309429,-0.286310195,,
6/2/2010,-1.562419987,0.834940155,-0.677305693,-1.29962031,-0.283621978,2.072589333,-1.753232403,-0.040394177,,
6/3/2010,2.209177734,0.712978071,-0.326493285,-1.020738472,0.055365491,0.999898703,1.652545842,0.764362,,
6/4/2010,0.510936275,0.13816598,-1.043740067,2.127328964,1.647440691,-1.401647483,0.43171219,0.129613152,,
6/7/2010,-2.701303842,-1.367436155,-0.867302389,1.367217061,-0.706019341,-0.937348554,-2.930292402,-0.153917525,,
