YYYYMMDD  Average(F) High(F)  Low(F) Fog/Rain/Snow/Hail/Thunder/Tornado
20100316	50.9	62.1	39.9	000000
20100317	48.6	64	35.1	000000
20100318	55	68	35.1	000000
20100319	55.1	73.9	37	000000
20100320	58	78.1	37	000000
20100321	61.7	78.1	39.9	000000
20100322	61.6	69.1	50	010000
20100323	49.8	66	39	010000
20100324	55.3	73.9	39	000000
20100325	61.4	75.9	39	000000
20100326	59.5	75.9	42.1	010000
20100327	43.2	66.9	32	010000
20100328	50.6	69.1	32	000000
20100329	60.1	66.2	55	010010
20100330	58.3	69.8	51.8	000000
20100331	60.5	77	41	000000
20100401	63.2	84.2	44.6	000000
20100402	70.2	88	43	000000
20100403	68.6	88	54	000000
20100404	69.7	82.9	55	000000
20100405	72.3	88	57.9	000000
20100406	76.4	90	57.9	000000
20100407	75.7	87.8	60.8	000000
20100408	72.5	87.1	61	000000
20100409	60.5	81	50	010010
20100410	56.3	70	42.1	000000
20100411	58.1	75.9	41	000000
20100412	62.9	78.1	41	000000
20100413	65.2	79	46	010000
20100414	54.6	69.1	48.2	010000
20100415	54.1	75.2	39.2	100000
20100416	66.6	86	37.9	000000
20100417	68.7	86	50	000000
20100418	57	78.1	41	000000
20100419	53.2	68	39.2	000000
20100420	57.4	73.9	39.9	000000
20100421	59	73.9	42.1	010010
20100422	58.7	75	44.1	100000
20100423	60.6	75	44.1	000000
20100424	64.9	77	48	010000
20100425	69.1	81	57	010000
20100426	69.3	81	59	000000
20100427	61.2	68	51.8	000000
20100428	56.1	68	41	000000
20100429	55.9	73.4	37.4	100000
20100430	65.4	82.9	37.9	000000
20100501	73.8	89.1	55.9	000000
20100502	79.5	91.9	61	000000
20100503	76.8	91.9	72	010000
20100504	74.5	82	69.1	000000
20100505	71.1	89.1	55.9	000000
20100506	77.4	91.9	55.9	000000
20100507	76.1	91.9	61	000010
20100508	79.9	90	61	000000
20100509	62.3	90	51.1	000000
20100510	55.6	68	42.1	000000
20100511	60.5	68	42.1	000000
20100512	71.1	84.9	55.9	010000
20100513	71.3	84.9	64	000000
20100514	75	93.9	64	000000
20100515	81.3	95	64.9	010000
20100516	74.9	84	66.2	010010
20100517	66.6	82	59	010010
20100518	57.9	62.6	53.6	010000
20100519	61.1	70	54	010000
20100520	67.7	79	57	000000
20100521	68.7	82.9	53.6	000000
20100522	71.9	84	54	010010
20100523	70.6	82	64.9	110010
20100524	67.9	80.1	64	010000
20100525	70.2	78.1	64	010000
20100526	70.8	82.9	62.1	000000
20100527	75.3	91	60.1	000000
20100528	76.2	91	60.1	000000
20100529	73	87.1	64	010010
20100530	77	88	64.9	000000
20100531	76.9	88	69.1	000010
20100601	74.2	88	69.1	010000
20100602	75.2	88	69.1	010010
20100603	75.6	87.8	69.8	000000
20100604	80.2	91.4	69.8	000000
20100605	82.5	91.9	70	010000
20100606	83.1	96.8	73.4	000000
20100607	74.6	96.1	64	010010
20100608	72.7	82.9	64	000000
20100609	76	88	64	000000
20100610	81.1	91	68	000000
20100611	80.4	91.4	69.8	000000
20100612	80	93.9	68	010000
20100613	80	96.1	68	010010
20100614	80.6	96.1	71.1	100000
20100615	81.7	93.9	71.1	000010
20100616	81.1	93.9	72	010010
20100617	80.6	91.4	73	000000
20100618	78.4	91	69.1	000000
20100619	81	93.2	73.4	000000
20100620	83.7	93.9	73	000000
20100621	81.3	93.9	69.1	000000
20100622	83.1	98.1	69.1	000000
20100623	83.2	98.1	69.1	010010
20100624	85.2	99	73	000000
20100625	85.9	99	73	000000
20100626	83.5	97	73	000010
20100627	85.4	100.9	73	000000
20100628	85.1	100.9	73	000000
20100629	85.2	99	73	000010
20100630	75.9	81	71.6	010000
20100701	74	81	66.9	000000
20100702	71.2	82.4	57.2	000000
20100703	72.5	87.1	57	000000
20100704	77.5	93	57	000000
20100705	80.8	97	61	000000
20100706	83.7	100.9	64	000000
20100707	85.9	102	66	000000
20100708	86.6	102	69.1	000010
20100709	83	95	71.6	010010
20100710	81.8	95	72	010010
20100711	83	96.1	73	100000
20100712	81.4	96.1	73	000000
20100713	79.4	93	73	010000
20100714	80.6	91.4	71.6	010010
20100715	82.8	96.1	71.1	000000
20100716	85.3	97	71.1	000010
20100717	79.9	90	71.6	010010
20100718	79	95	71.1	010010
20100719	82.2	95	71.1	010010
20100720	83.8	98.1	73	110010
20100721	83.4	98.1	73	000000
20100722	86.2	97	75	000000
20100723	87.5	100	75	000010
20100724	87.9	100.4	78.8	000000
20100725	88.8	102	79	000000
20100726	86.3	102	77	000000
20100727	79.6	93.9	72	010010
20100728	80.8	93.9	72	000000
20100729	85.1	97	73.9	000000
20100730	79.6	97	73	010010
20100731	74.4	89.1	68	010000
20100801	70.5	78.8	64.4	010000
20100802	75.9	86	66	000000
20100803	79.4	91	70	000000
20100804	83.8	95	71.1	010000
20100805	84.6	95	73.4	010010
20100806	79.5	91.4	71.6	010010
20100807	80.6	87.8	71.6	000000
20100808	80.2	90	71.1	000000
20100809	82	93.2	71.6	000000
20100810	84.5	97	71.1	000000
20100811	85.9	98.1	73.9	000000
20100812	85.1	96.8	75.2	110010
20100813	81	90	73.4	000010
20100814	80.6	88	73.9	000000
20100815	81.3	90	73.4	000000
20100816	83.8	95	73.9	000000
20100817	84.8	97	73.9	000000
20100818	84.5	97	73.9	010010
20100819	77.9	96.1	75	010000
20100820	79.9	89.6	73.4	010000
20100821	78.7	90	66.9	100000
20100822	81.8	91	66.9	000000
20100823	79.5	91	73	010010
20100824	74	82.4	69.8	010010
20100825	72.7	80.6	66.2	010000
20100826	77.3	90	66	100000
20100827	77.7	91	66	000000
20100828	78.9	91	66.9	000000
20100829	79.1	90	66.9	000000
20100830	79.7	96.8	64.4	000000
20100831	80.8	98.1	64.9	000000
20100901	81.9	97	69.1	000000
20100902	77.9	95	66	000000
20100903	82.6	99	66	000000
20100904	79	99	73	000000
20100905	70.5	86	53.6	000000
20100906	73.4	90	54	000000
20100907	78.9	93.9	57.9	000000
20100908	79.8	93.9	66	010000
20100909	76	91.9	57.9	000000
20100910	72.6	91.9	57.9	000000
20100911	71.2	88	57.9	010000
20100912	74	88	66	110000
20100913	73.8	86	62.6	000000
20100914	76.5	96.8	60.8	000000
20100915	77.3	96.1	59	000000
20100916	79.9	93.9	59	000000
20100917	81.2	95	68	000000
20100918	75.9	95	66	000000
20100919	73.8	93	60.1	100000
20100920	77.1	93	60.1	000000
20100921	77.4	93	64	000000
20100922	80.7	96.1	66.9	000000
20100923	83.7	99	70	000000
20100924	83.2	95	69.8	000000
20100925	81.2	98.1	68	000000
20100926	77	98.1	68	010000
20100927	70.8	84	68	010000
20100928	72.1	81	66	010000
20100929	65.9	70	62.6	010000
20100930	71.1	77	64	010000
20101001	69.2	77	60.8	010000
20101002	61.2	78.1	50	000000
20101003	59.6	73.9	50	000000
20101004	59.1	72	50	000000
20101005	57.6	69.8	48.2	000000
20101006	55.2	70	44.1	000000
20101007	61.7	82.4	46.4	000000
20101008	64.6	82	46.9	000000
20101009	64.1	84	48	000000
20101010	66.6	87.1	48	100000
20101011	70.6	87.1	52	000000
20101012	71.1	88	57	000000
20101013	70	88	57	000000
20101014	64.5	69.8	60.8	010010
20101015	57.4	71.6	44.1	000000
20101016	56.6	71.1	42.1	000000
20101017	57.1	78.8	42.1	100000
20101018	63.4	82	39.9	000000
20101019	64.8	82	48.9	000000
20101020	61.3	79	55	110000
20101021	61.5	78.1	48.9	100000
20101022	56.9	78.1	44.1	000000
20101023	54.1	73.9	39	100000
20101024	60.9	78.8	48.2	000000
20101025	66.7	77	62.6	010000
20101026	69.9	81	61	010010
20101027	77.9	87.1	64	000000
20101028	75.9	87.1	69.1	010010
20101029	59.2	71.1	48.2	000000
20101030	49.2	64.9	36	100000
20101031	57.1	75	36	000000
20101101	54	75	44.1	000000
20101102	49.5	63	41	000000
20101103	49.4	57.9	41	010000
20101104	53.2	55.9	45	110000
20101105	50.6	61	39.9	010000
20101106	44.9	50	39.2	010000
20101107	41	53.1	30	000000
20101108	45	66.9	30.2	000000
20101109	53.8	73	31.1	000000
20101110	52.2	73	37	000000
20101111	51.5	70	39.9	000000
20101112	48.3	64.4	35.6	000000
20101113	47.1	69.1	32	000000
20101114	48.2	70	32	000000
20101115	53	70	32	000000
20101116	59.9	66.2	55.4	010000
20101117	60	66.9	50	010010
20101118	46.7	64.9	34	100000
20101119	45.6	60.8	33.8	100000
20101120	51.7	69.8	41	000000
20101121	52.2	69.8	39	100000
20101122	54.7	73	37.9	100000
20101123	61.9	77	43	010000
20101124	56.7	77	46	000000
20101125	49.1	63	41	010000
20101126	59.1	66	42.1	110000
20101127	47.1	66	34	010000
20101128	38.1	54	26.1	000000
20101129	40	55	26.1	010000
20101130	56.7	71.6	44.6	010000
20101201	59.8	69.8	42.8	010000
20101202	37.1	46.4	28.4	000000
20101203	39.9	48.9	26.2	000000
20101204	35.6	42.1	28.4	101000
20101205	35	41	29.1	011000
20101206	31.2	37.4	24.8	000000
20101207	28.3	37.9	21	000000
20101208	26.9	37.9	16	000000
20101209	30.9	42.1	17.1	000000
20101210	33.3	48	19.9	000000
20101211	32.7	48	24.1	010000
20101212	41.4	52	26.2	110000
20101213	32.5	42.1	26.6	001000
20101214	25.6	36	16	000000
20101215	26	37.4	17.6	000000
20101216	30.2	37	16	011000
20101217	35.8	43	28.2	110000
20101218	32.8	43	28	001000
20101219	35.8	43	29.1	011000
20101220	32	41	24.8	000000
20101221	34.6	42.1	25	000000
20101222	43.1	52	28.2	000000
20101223	40.5	52	33.1	000000
20101224	34.2	46.9	21.9	000000
20101225	36.5	46.9	23.2	011000
20101226	31.5	36	28.4	111000
20101227	28.8	37.4	21.2	000000
20101228	32.3	46.9	19	000000
20101229	35.4	46.9	19	000000
20101230	33.1	46.9	24.1	000000
20101231	41.7	61	24.1	000000
